DATAFLOW,REF_AREA,MEASURE,EDUCATION_LEV,EXP_SOURCE,EXP_DESTINATION,EXPENDITURE_TYPE,PRICE_BASE,UNIT_MEASURE,Q_SHEET,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER,Q_SHEET_ROW_ID
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,_Z,2015,,O,0,1,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,_Z,2015,,O,0,1,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,_Z,2015,,O,0,1,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,_Z,2015,,O,0,1,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),FIN,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,_Z,2015,,K,0,1,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_EXP,_Z,2015,,O,0,0,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_EXP,_Z,2015,,O,0,0,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_EXP,_Z,2015,,O,0,0,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),FIN,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_EXP,_Z,2015,,K,0,0,,_Z
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),FIN,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2015,,K,6,0,2020.0,F5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S2,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2015,,O,6,0,2020.0,F5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2015,,O,6,0,2020.0,P5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,_T,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2015,,O,6,0,2020.0,N5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DNK,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2015,,O,6,0,2020.0,G5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2019,28861.1125712158,W,6,0,2020.0,P5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2020,26941.7913066114,W,6,0,2020.0,P5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2021,28825.2314654029,W,6,0,2020.0,P5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2022,27889.4621644327,W,6,0,2020.0,P5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2019,186740.121558252,W,6,0,2020.0,G5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2020,193419.124096679,W,6,0,2020.0,G5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2021,197704.938305732,W,6,0,2020.0,G5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,S13,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2022,195398.108951309,W,6,0,2020.0,G5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,_T,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2019,216847.01062232,W,6,0,2020.0,N5
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM(3.1),DEU,EXP,ISCED11_1T8,_T,INST_EDU,DIR_EXP,Q,USD_PPP,SOURCE,2020,221635.032737438,W,6,0,2020.0,N5
