school_year_code,school_year,region,order,students_total,source_school_year,bes_rate_per_100,estimated_bes_students
202425,2024/25,ABRUZZO,SCUOLA PRIMARIA,49500,2022/2023,5.478714195025296,2712.0
202425,2024/25,ABRUZZO,SCUOLA SECONDARIA I GRADO,33024,2022/2023,9.755234444116779,3222.0
202425,2024/25,ABRUZZO,SCUOLA SECONDARIA II GRADO,55584,2022/2023,9.179474105907204,5102.0
202425,2024/25,BASILICATA,SCUOLA PRIMARIA,19435,2022/2023,4.246874379837269,825.0
202425,2024/25,BASILICATA,SCUOLA SECONDARIA I GRADO,12764,2022/2023,9.173973914965735,1171.0
202425,2024/25,BASILICATA,SCUOLA SECONDARIA II GRADO,25746,2022/2023,5.801029024783001,1494.0
202425,2024/25,CALABRIA,SCUOLA PRIMARIA,76503,2022/2023,3.3563684777784824,2568.0
202425,2024/25,CALABRIA,SCUOLA SECONDARIA I GRADO,48988,2022/2023,5.383152653349278,2637.0
202425,2024/25,CALABRIA,SCUOLA SECONDARIA II GRADO,89802,2022/2023,4.049273311449549,3636.0
202425,2024/25,CAMPANIA,SCUOLA PRIMARIA,249810,2022/2023,3.595858682560761,8983.0
202425,2024/25,CAMPANIA,SCUOLA SECONDARIA I GRADO,162995,2022/2023,6.283347657804722,10242.0
202425,2024/25,CAMPANIA,SCUOLA SECONDARIA II GRADO,318489,2022/2023,3.5226833804517526,11219.0
202425,2024/25,EMILIA ROMAGNA,SCUOLA PRIMARIA,178246,,,
202425,2024/25,EMILIA ROMAGNA,SCUOLA SECONDARIA I GRADO,120957,,,
202425,2024/25,EMILIA ROMAGNA,SCUOLA SECONDARIA II GRADO,203331,,,
202425,2024/25,FRIULI-VENEZIA G.,SCUOLA PRIMARIA,43200,,,
202425,2024/25,FRIULI-VENEZIA G.,SCUOLA SECONDARIA I GRADO,29952,,,
202425,2024/25,FRIULI-VENEZIA G.,SCUOLA SECONDARIA II GRADO,48946,,,
