model,dependent_var,name,coef,se_hc1,t_stat,p_val,sig
Eq1_Fiscal_Infrastructure,agibilita_pct,Intercept,19.244988871711946,3.131407024748307,6.145796033416896,8.372294163283556e-06,***
Eq1_Fiscal_Infrastructure,agibilita_pct,siope_cassa_alunno_eur,0.16299987568861035,0.02174560156759517,7.495763002091848,6.115457342747987e-07,***
Eq2_Precariato_Repetition,bocciature_pct,Intercept,1.4944896621441526,1.6433657453519526,0.9094078213392991,0.3758483238462147,
Eq2_Precariato_Repetition,bocciature_pct,supplenze_annue_precariato_pct,0.393926977746251,0.020586548687646228,19.13516363151452,6.155076448521868e-13,***
Eq2_Precariato_Repetition,bocciature_pct,affollamento_class_size,-0.17187059759507783,0.08313223507820441,-2.067436265046828,0.05426572597129331,*
Eq3_Transition_Dropout,mur_dropout_pct,Intercept,1.6114300315195846,0.49731741804633306,3.240244505913232,0.004811971045423302,***
Eq3_Transition_Dropout,mur_dropout_pct,bocciature_superiori_pct,0.7098729775612368,0.030371671110192875,23.372865292321702,2.3092638912203256e-14,***
Eq3_Transition_Dropout,mur_dropout_pct,mur_tuition_k_eur,-0.09408836592527603,0.2716093244313895,-0.346410662160619,0.7332846700197606,
Eq4_Master_Structural_NEET,neet_rate_15_29_pct,Intercept,-28.935554464871004,9.700154585356927,-2.9829993130780905,0.009288684631185706,***
Eq4_Master_Structural_NEET,neet_rate_15_29_pct,agibilita_pct,0.13414434551777166,0.08192273540451946,1.6374495413927703,0.12233873360486935,
Eq4_Master_Structural_NEET,neet_rate_15_29_pct,precariato_pct,-0.23185017277359665,0.18166622788370876,-1.2762425656903742,0.22127709870089673,
Eq4_Master_Structural_NEET,neet_rate_15_29_pct,bocciature_pct,3.7214028481151757,1.2193925132641752,3.051849841322548,0.008072949442385902,***
Eq4_Master_Structural_NEET,neet_rate_15_29_pct,mur_dropout_pct,2.2051296050912654,1.9829510504006103,1.1120443969838636,0.2836250336150954,
