Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,CZ,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Czechia,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,5,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,4,,,,9,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,0,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,WEEK,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,,,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Periods,,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,Compulsory subjects with flexible timetable,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,189,5,45,xr:F1,xr:F1,xr:F1,xr:F1,xc:22,a,a,a,56.699999999999996,xr:F1,xr:F1,xc:22,xr:F1,xc:17,a,a,xr:F1,xr:F1,56.699999999999996,a,37.8,0.75
A2,2,ISCED 1,189,5,45,xr:F1,xr:F1,xr:F1,xr:F1,xc:22,a,a,a,56.699999999999996,xr:F1,xr:F1,xc:22,xr:F1,xc:17,a,a,xr:F1,xr:F1,56.699999999999996,a,37.8,0.75
A3,3,ISCED 1,189,5,45,xr:F1,xr:F1,xr:F1,xr:F1,85.05,a,a,a,56.699999999999996,xr:F1,xr:F1,xc:22,xr:F1,xc:17,a,a,xr:F1,xr:F1,141.75,a,37.8,0.75
A4,4,ISCED 1,189,5,45,xr:F1,xr:F1,xr:F1,xr:F1,85.05,a,a,a,56.699999999999996,xr:F1,xr:F1,28.349999999999998,xr:F1,xc:17,a,a,xr:F1,xr:F1,170.1,a,37.8,0.75
A5,5,ISCED 1,189,5,45,xr:F1,xr:F1,xr:F1,xr:F1,85.05,a,a,a,56.699999999999996,xr:F1,xr:F1,28.349999999999998,xr:F1,xc:17,a,a,xr:F1,xr:F1,170.1,a,37.8,0.75
A6,6,ISCED 24,189,5,45,xr:F2,xr:F2,xr:F2,xr:F2,85.05,xr:F2,a,a,56.699999999999996,xr:F2,xr:F2,28.349999999999998,xr:F2,xc:17,a,a,xr:F2,xr:F2,170.1,a,37.8,0.75
A7,7,ISCED 24,189,5,45,xr:F2,xr:F2,xr:F2,xr:F2,85.05,xr:F2,a,a,56.699999999999996,xr:F2,xr:F2,28.349999999999998,xr:F2,xc:17,a,a,xr:F2,xr:F2,170.1,a,37.8,0.75
A8,8,ISCED 24,189,5,45,xr:F2,xr:F2,xr:F2,xr:F2,85.05,xr:F2,a,a,56.699999999999996,xr:F2,xr:F2,28.349999999999998,xr:F2,xc:17,a,a,xr:F2,xr:F2,170.1,a,37.8,0.75
A9,9,ISCED 24,189,5,45,xr:F2,xr:F2,xr:F2,xr:F2,85.05,xr:F2,a,a,56.699999999999996,xr:F2,xr:F2,28.349999999999998,xr:F2,xc:17,a,a,xr:F2,xr:F2,170.1,a,37.8,0.75
A10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
A11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
