Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,AT AHS,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Austria,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,4,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,4,,,,9,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,1,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,WEEK,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,AHS-G (Gymnasium),,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Periods,,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,Compulsory subjects with flexible timetable,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,180,5,50,210,120,90,xc:7,xc:23,a,a,a,90,60,60,xc:23,xc:7,30,30,a,a,a,690,m,36,0.8333333333333334
A2,2,ISCED 1,180,5,50,210,120,90,xc:7,xc:23,a,a,a,90,60,60,xc:23,xc:7,30,30,a,a,a,690,m,36,0.8333333333333334
A3,3,ISCED 1,180,5,50,210,120,90,xc:7,30,a,a,a,60,60,60,xc:23,xc:7,60,30,a,a,a,720,m,36,0.8333333333333334
A4,4,ISCED 1,180,5,50,210,120,90,xc:7,30,a,a,a,60,60,60,xc:23,xc:7,60,30,a,a,a,720,m,36,0.8333333333333334
A5,5,ISCED 24,180,5,50,120,120,60,60,120,a,a,a,120,120,60,30,a,60,a,a,a,a,870,m,36,0.8333333333333334
A6,6,ISCED 24,180,5,50,120,120,90,90,120,a,a,a,120,120,60,30,a,60,a,a,a,a,930,m,36,0.8333333333333334
A7,7,ISCED 24,180,5,50,120,90,90,120,120,xc:21,a,a,90,120,60,30,a,a,xc:21,a,120,a,960,m,36,0.8333333333333334
A8,8,ISCED 24,180,5,50,120,90,180,120,90,xc:21,a,a,90,90,60,30,a,a,xc:21,a,90,a,960,m,36,0.8333333333333334
A9,9,ISCED 34,180,5,50,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,m,36,0.8333333333333334
A10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
A11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
A12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
A13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,6540,,,
A14,4,Primary (ISCED 1),,,,840,480,360,,60,,,,300,240,240,,,180,120,,,,2820,,36,0.8333333333333334
A15,4,Compulsory lower secondary (ISCED 24),,,,480,420,420,390,450,,,,420,450,240,120,,120,,,210,,3720,,36,0.8333333333333334
A16,1,Compulsory upper secondary (ISCED 34),,,,0,0,0,0,0,,,,0,0,0,0,,,,,0,,0,,36,0.8333333333333334
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0,
F1,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F2,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F3,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F4,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F5,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F6,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F7,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F8,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F9,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F10,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F11,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F12,0,,,0,0,,,,,,,,,,,,,,,,,,,0,,,
,Number of years,Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,Vertical Flexibility: Sub-total Compulsory II,0,,,
F13,4,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,0,,,
F14,4,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,0,,,
F15,1,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,0,,,
Total Instruction time,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Total Instruction time,,,,,,,,,,,,,,,,,,,,,Instruction Time: Total Compulsory,6540,,,
T1,4,Primary (ISCED 1),,,,840,480,360,,60,,,,300,240,240,,,180,120,,,,2820,,,
T2,4,Compulsory lower secondary (ISCED 24),,,,480,420,420,390,450,,,,420,450,240,120,,120,,,210,,3720,,,
T3,1,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in primary education (ISCED 1),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in lower secondary education (ISCED 24),,,,,,,,,,,0.1263,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in upper secondary education (ISCED 34),,,,,,,,,,,m,,,,,,,,,,,,,,,
