Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,ES,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Spain,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,6,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,3,,,,10,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,1,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,YEAR,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,,,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Hours (60min),,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,175,5,60,185.0605211406096,149.14250373704823,51.95891960941452,49.728258194508385,84.71046174569885,xc:22,a,a,84.16093662079903,74.61229247304495,44.822111105427396,a,a,a,4.762362098658072,a,xc:22,59.7746630972883,788.7330298224974,a,35,1
A2,2,ISCED 1,175,5,60,183.8147623769649,150.83395113223784,50.52930570421205,51.34815762135617,84.84611062141914,xc:22,a,a,85.0798406052593,70.75897080736216,44.170677244013525,a,a,a,4.8631280299691495,a,xc:22,62.49931137064786,788.7442155134421,a,35,1
