Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,EL,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Greece,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,6,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,3,,,,9,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,0,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,WEEK,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,,,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Periods,,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,Compulsory subjects with flexible timetable,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,169,5,42.5,215.475,119.70833333333334,71.825,a,47.88333333333333,a,a,a,71.825,95.76666666666667,a,23.941666666666666,a,a,a,a,a,71.825,718.2500000000001,380.25,33.8,0.7083333333333334
A2,2,ISCED 1,169,5,42.5,215.475,119.70833333333334,71.825,a,47.88333333333333,a,a,a,71.825,95.76666666666667,a,23.941666666666666,a,a,a,a,a,71.825,718.2500000000001,380.25,33.8,0.7083333333333334
A3,3,ISCED 1,169,5,42.5,191.53333333333333,95.76666666666667,47.88333333333333,47.88333333333333,71.825,a,a,a,71.825,71.825,47.88333333333333,23.941666666666666,a,a,a,a,a,47.88333333333333,718.2500000000001,380.25,33.8,0.7083333333333334
A4,4,ISCED 1,169,5,42.5,191.53333333333333,95.76666666666667,47.88333333333333,47.88333333333333,71.825,a,a,a,71.825,71.825,47.88333333333333,23.941666666666666,a,a,a,a,a,47.88333333333333,718.2500000000001,380.25,33.8,0.7083333333333334
A5,5,ISCED 1,169,5,42.5,167.59166666666664,95.76666666666667,95.76666666666667,71.825,71.825,47.88333333333333,a,a,47.88333333333333,47.88333333333333,23.941666666666666,23.941666666666666,a,a,a,a,a,23.941666666666666,718.2500000000001,380.25,33.8,0.7083333333333334
A6,6,ISCED 1,169,5,42.5,167.59166666666664,95.76666666666667,95.76666666666667,71.825,71.825,47.88333333333333,a,a,47.88333333333333,47.88333333333333,23.941666666666666,23.941666666666666,a,a,a,a,a,23.941666666666666,718.2500000000001,380.25,33.8,0.7083333333333334
A7,7,ISCED 24,160,5,44.54545454545455,213.8181818181818,95.03030303030303,71.27272727272728,47.515151515151516,47.515151515151516,47.515151515151516,a,a,47.515151515151516,47.515151515151516,47.515151515151516,47.515151515151516,23.757575757575758,23.757575757575758,a,a,a,23.757575757575758,783.9999999999999,228.74999999999997,32,0.7424242424242424
A8,8,ISCED 24,160,5,44.54545454545455,190.06060606060606,95.03030303030303,142.54545454545456,47.515151515151516,47.515151515151516,47.515151515151516,a,a,47.515151515151516,47.515151515151516,47.515151515151516,23.757575757575758,23.757575757575758,a,a,a,a,23.757575757575758,784,242.99999999999994,32,0.7424242424242424
A9,9,ISCED 24,160,5,44.411764705882355,189.49019607843138,94.74509803921569,94.74509803921569,118.43137254901961,47.372549019607845,47.372549019607845,a,a,47.372549019607845,47.372549019607845,47.372549019607845,23.686274509803923,23.686274509803923,a,a,a,a,23.686274509803923,805.3333333333335,243,32,0.7401960784313726
A10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
A11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
A12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
