Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,RO,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Romania,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,5,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,4,,,,13,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,4,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,WEEK,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,General (preparatory grade and I-VIII)+ Theoretical High school - Humanities (IX-XII) ,,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Periods,,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,Compulsory subjects with flexible timetable,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,180,5,45,135,81,27,a,27,a,a,a,54,54,27,a,a,a,108,a,a,a,513,a,36,0.75
A2,2,ISCED 1,180,5,45,189,81,27,a,27,a,a,a,54,54,27,a,a,a,81,a,a,a,540,a,36,0.75
A3,3,ISCED 1,180,5,45,162,108,27,a,27,a,a,a,54,54,27,a,a,a,81,a,a,a,540,a,36,0.75
A4,4,ISCED 1,180,5,45,135,108,27,27,54,a,a,a,81,54,27,a,a,a,27,a,a,a,540,a,36,0.75
A5,5,ISCED 1,180,5,45,135,108,27,81,54,a,a,a,81,27,27,a,a,a,27,a,a,a,567,a,36,0.75
A6,6,ISCED 24,180,5,50,120,120,30,120,60,60,a,a,60,60,30,30,30,a,30,a,a,a,750,a,36,0.8333333333333334
A7,7,ISCED 24,180,5,50,120,120,120,90,60,60,a,a,60,60,30,30,30,a,30,a,a,a,810,a,36,0.8333333333333334
A8,8,ISCED 24,180,5,50,120,120,180,90,60,60,a,a,60,60,30,30,30,a,60,a,a,a,900,a,36,0.8333333333333334
A9,9,ISCED 24,175,5,50,116.66666666666667,116.66666666666667,145.83333333333334,145.83333333333334,58.333333333333336,58.333333333333336,a,a,58.333333333333336,58.333333333333336,29.166666666666668,29.166666666666668,29.166666666666668,a,29.166666666666668,a,a,a,875,a,35,0.8333333333333334
A10,10,ISCED 34,180,5,50,120,60,120,180,90,60,30,a,30,60,30,60,a,a,a,a,30,a,870,a,36,0.8333333333333334
A11,11,ISCED 34,180,5,50,120,60,120,210,90,60,30,a,30,30,30,30,a,a,30,a,30,a,870,a,36,0.8333333333333334
A12,12,ISCED 34,180,5,50,90,60,a,300,60,60,a,a,30,30,30,60,a,a,a,a,150,a,870,a,36,0.8333333333333334
A13,13,ISCED 34,170,5,50,85,56.66666666666667,a,255,56.66666666666667,56.66666666666667,a,a,28.333333333333336,28.333333333333336,28.333333333333336,28.333333333333336,a,a,a,a,170,a,793.3333333333335,a,34,0.8333333333333334
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,9438.333333333334,,,
A14,5,Primary (ISCED 1),,,,756,486,135,108,189,,,,324,243,135,,,,324,,,,2700,,36,0.75
A15,4,Compulsory lower secondary (ISCED 24),,,,476.6666666666667,476.6666666666667,475.83333333333337,445.83333333333337,238.33333333333334,238.33333333333334,,,238.33333333333334,238.33333333333334,119.16666666666667,119.16666666666667,119.16666666666667,,149.16666666666666,,,,3335,,36,0.8333333333333334
A16,4,Compulsory upper secondary (ISCED 34),,,,415,236.66666666666669,240,945,296.6666666666667,236.66666666666669,60,,118.33333333333334,148.33333333333334,118.33333333333334,178.33333333333334,0,,30,,380,,3403.3333333333335,,35,0.8333333333333334
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,0,
F1,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F2,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F3,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F4,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F5,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F6,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F7,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F8,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F9,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F10,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F11,0,,1,0,0,,,,,,,,,,,,,,,,,,,0,,,
F12,0,,,0,0,,,,,,,,,,,,,,,,,,,0,,,
,Number of years,Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,Vertical Flexibility: Sub-total Compulsory II,0,,,
F13,5,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,0,,,
F14,4,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,0,,,
F15,4,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,0,,,
Total Instruction time,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Total Instruction time,,,,,,,,,,,,,,,,,,,,,Instruction Time: Total Compulsory,9438.333333333334,,,
T1,5,Primary (ISCED 1),,,,756,486,135,108,189,,,,324,243,135,,,,324,,,,2700,,,
T2,4,Compulsory lower secondary (ISCED 24),,,,476.6666666666667,476.6666666666667,475.83333333333337,445.83333333333337,238.33333333333334,238.33333333333334,,,238.33333333333334,238.33333333333334,119.16666666666667,119.16666666666667,119.16666666666667,,149.16666666666666,,,,3335,,,
T3,4,Compulsory upper secondary (ISCED 34),,,,415,236.66666666666669,240,945,296.6666666666667,236.66666666666669,60,,118.33333333333334,148.33333333333334,118.33333333333334,178.33333333333334,,,30,,380,,3403.3333333333335,,,
Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in primary education (ISCED 1),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in lower secondary education (ISCED 24),,,,,,,,,,,1,,,,,,,,,,,,,,,
,Percentage of students following the reported curriculum in upper secondary education (ISCED 34),,,,,,,,,,,0.42,,,,,,,,,,,,,,,
