iso3,year,learning_poverty_pct,education_spending_pct_gdp,tertiary_spending_pct_gdp_percap,tertiary_enrollment_gross_pct,country,access_minus_learning_gap,cost_intensity_x_access
ABW,1960,,,,,Aruba,,
ABW,1961,,,,,Aruba,,
ABW,1962,,,,,Aruba,,
ABW,1963,,,,,Aruba,,
ABW,1964,,,,,Aruba,,
ABW,1965,,,,,Aruba,,
ABW,1966,,,,,Aruba,,
ABW,1967,,,,,Aruba,,
ABW,1968,,,,,Aruba,,
ABW,1969,,,,,Aruba,,
ABW,1970,,,,,Aruba,,
ABW,1971,,,,,Aruba,,
ABW,1972,,,,,Aruba,,
ABW,1973,,,,,Aruba,,
ABW,1974,,,,,Aruba,,
ABW,1975,,,,,Aruba,,
ABW,1976,,,,,Aruba,,
ABW,1977,,,,,Aruba,,
ABW,1978,,,,,Aruba,,
ABW,1979,,,,,Aruba,,
ABW,1980,,,,,Aruba,,
ABW,1981,,,,,Aruba,,
ABW,1982,,,,,Aruba,,
ABW,1983,,,,,Aruba,,
ABW,1984,,,,,Aruba,,
ABW,1985,,,,,Aruba,,
ABW,1986,,,,,Aruba,,
ABW,1987,,,,,Aruba,,
ABW,1988,,,,,Aruba,,
ABW,1989,,,,,Aruba,,
ABW,1990,,,,,Aruba,,
ABW,1991,,,,,Aruba,,
ABW,1992,,,,,Aruba,,
ABW,1993,,,,,Aruba,,
ABW,1994,,,,,Aruba,,
ABW,1995,,,,,Aruba,,
ABW,1996,,,,,Aruba,,
ABW,1997,,,,,Aruba,,
ABW,1998,,4.76316022872925,,,Aruba,,
ABW,1999,,4.39526987075806,31.49001,25.6337509155273,Aruba,,807.2070726674639
ABW,2000,,4.71468019485474,28.73253,28.3303394317627,Aruba,,814.0023276333047
ABW,2001,,4.79898023605347,32.89536,28.8601303100586,Aruba,,949.3643761962892
ABW,2002,,4.87220001220703,34.78445,28.5816898345947,Aruba,,994.1983609669677
ABW,2003,,,,30.3779106140137,Aruba,,
ABW,2004,,4.35698986053467,28.02521,30.352689743042,Aruba,,850.6405041135981
ABW,2005,,4.62321996688843,25.53799,36.204231262207,Aruba,,924.5832959319298
ABW,2006,,,,34.2268714904785,Aruba,,
ABW,2007,,4.70254993438721,,34.8968086242676,Aruba,,
ABW,2008,,4.82730007171631,,35.0970611572266,Aruba,,
ABW,2009,,5.79739999771118,,34.4308586120605,Aruba,,
ABW,2010,,6.75109004974365,,36.0625305175781,Aruba,,
ABW,2011,,5.91466999053955,,37.8648109436035,Aruba,,
ABW,2012,,6.3472900390625,53.10581,38.8641815185547,Aruba,,2063.9138395298774
ABW,2013,,6.44295978546143,128.88226,17.1258697509766,Aruba,,2207.2207979715017
ABW,2014,,5.85128021240234,103.68273,17.7518997192383,Aruba,,1840.5654255768604
ABW,2015,,5.88826990127563,145.57715,16.7312393188477,Aruba,,2435.686136005789
ABW,2016,,5.49136018753052,100.24176,17.1416206359863,Aruba,,1718.306221803586
ABW,2017,,4.45581996127504,,,Aruba,,
ABW,2018,,4.54876355243615,,,Aruba,,
ABW,2019,,4.43503686776957,,,Aruba,,
ABW,2020,,,,,Aruba,,
ABW,2021,,3.61855755636695,,,Aruba,,
ABW,2022,,,,,Aruba,,
ABW,2023,,,,,Aruba,,
ABW,2024,,,,14.0655418559377,Aruba,,
ABW,2025,,,,,Aruba,,
AFE,1960,,,,,Africa Eastern and Southern,,
AFE,1961,,,,,Africa Eastern and Southern,,
AFE,1962,,,,,Africa Eastern and Southern,,
AFE,1963,,,,,Africa Eastern and Southern,,
AFE,1964,,,,,Africa Eastern and Southern,,
AFE,1965,,,,,Africa Eastern and Southern,,
AFE,1966,,,,,Africa Eastern and Southern,,
AFE,1967,,,,,Africa Eastern and Southern,,
AFE,1968,,,,,Africa Eastern and Southern,,
AFE,1969,,,,,Africa Eastern and Southern,,
AFE,1970,,,,1.88971996307373,Africa Eastern and Southern,,
AFE,1971,,,,1.82993996143341,Africa Eastern and Southern,,
AFE,1972,,,,1.93185997009277,Africa Eastern and Southern,,
AFE,1973,,,,1.89342999458313,Africa Eastern and Southern,,
AFE,1974,,,,1.97111999988556,Africa Eastern and Southern,,
AFE,1975,,,,2.0278000831604,Africa Eastern and Southern,,
AFE,1976,,,,2.06860995292664,Africa Eastern and Southern,,
AFE,1977,,,,2.10810995101929,Africa Eastern and Southern,,
AFE,1978,,,,2.19693994522095,Africa Eastern and Southern,,
AFE,1979,,,,2.24832010269165,Africa Eastern and Southern,,
AFE,1980,,,,2.31379008293152,Africa Eastern and Southern,,
AFE,1981,,,,2.37480998039246,Africa Eastern and Southern,,
AFE,1982,,,,2.54147005081177,Africa Eastern and Southern,,
AFE,1983,,,,2.57652997970581,Africa Eastern and Southern,,
AFE,1984,,,,2.61872005462646,Africa Eastern and Southern,,
AFE,1985,,,,2.71170997619629,Africa Eastern and Southern,,
AFE,1986,,,,2.80894994735718,Africa Eastern and Southern,,
AFE,1987,,,,2.90907001495361,Africa Eastern and Southern,,
AFE,1988,,,,3.01823997497559,Africa Eastern and Southern,,
AFE,1989,,,,3.1723198890686,Africa Eastern and Southern,,
AFE,1990,,,,3.19349002838135,Africa Eastern and Southern,,
AFE,1991,,,,3.32539010047913,Africa Eastern and Southern,,
AFE,1992,,,,3.44453001022339,Africa Eastern and Southern,,
AFE,1993,,,,3.58260989189148,Africa Eastern and Southern,,
AFE,1994,,,,3.75828003883362,Africa Eastern and Southern,,
AFE,1995,,,,3.77903008460998,Africa Eastern and Southern,,
AFE,1996,,,,3.79064011573792,Africa Eastern and Southern,,
AFE,1997,,,,3.8187301158905,Africa Eastern and Southern,,
AFE,1998,,,,3.85899996757507,Africa Eastern and Southern,,
AFE,1999,,3.88743996620178,,3.8215799331665,Africa Eastern and Southern,,
AFE,2000,,3.60612988471985,,3.99448990821838,Africa Eastern and Southern,,
AFE,2001,,4.34167003631591,,4.2595100402832,Africa Eastern and Southern,,
AFE,2002,,,,4.5005898475647,Africa Eastern and Southern,,
AFE,2003,,,,4.8099799156189,Africa Eastern and Southern,,
AFE,2004,,3.74495005607605,,5.12434005737305,Africa Eastern and Southern,,
AFE,2005,,3.85834002494812,,5.39512014389038,Africa Eastern and Southern,,
AFE,2006,,3.7359299659729,,5.67903995513916,Africa Eastern and Southern,,
AFE,2007,,,,5.82964992523193,Africa Eastern and Southern,,
AFE,2008,,4.28008008003235,,6.22163009643555,Africa Eastern and Southern,,
AFE,2009,,,,6.78540992736816,Africa Eastern and Southern,,
AFE,2010,,4.02403008937836,,7.34631013870239,Africa Eastern and Southern,,
AFE,2011,,4.63901452250474,,7.71177005767822,Africa Eastern and Southern,,
AFE,2012,,4.67612504959106,,7.9946699142456,Africa Eastern and Southern,,
AFE,2013,,4.63769446369719,,8.18673038482666,Africa Eastern and Southern,,
AFE,2014,,4.65965986251831,,8.29104042053223,Africa Eastern and Southern,,
AFE,2015,87.1279469081932,4.73791868878759,,8.43400001525879,Africa Eastern and Southern,-78.6939468929344,
AFE,2016,,4.69199991226196,,8.57314014434814,Africa Eastern and Southern,,
AFE,2017,,4.5962700843811,,8.71269035339355,Africa Eastern and Southern,,
AFE,2018,,4.9091899394989,,8.7509298324585,Africa Eastern and Southern,,
AFE,2019,90.3115941872706,4.51140984355031,,8.67273044586182,Africa Eastern and Southern,-81.63886374140878,
AFE,2020,,4.0905654220699,,8.71187019348145,Africa Eastern and Southern,,
AFE,2021,,4.36837948133246,,8.66186046600342,Africa Eastern and Southern,,
AFE,2022,,3.69766802106406,,,Africa Eastern and Southern,,
AFE,2023,,3.96229304413263,,,Africa Eastern and Southern,,
AFE,2024,,,,,Africa Eastern and Southern,,
AFE,2025,,,,,Africa Eastern and Southern,,
AFG,1960,,,,,Afghanistan,,
AFG,1961,,,,,Afghanistan,,
AFG,1962,,,,,Afghanistan,,
AFG,1963,,,,,Afghanistan,,
AFG,1964,,,,,Afghanistan,,
AFG,1965,,,,,Afghanistan,,
AFG,1966,,,,,Afghanistan,,
AFG,1967,,,,,Afghanistan,,
AFG,1968,,,,,Afghanistan,,
AFG,1969,,,,,Afghanistan,,
AFG,1970,,,,0.769559979438782,Afghanistan,,
AFG,1971,,,,0.928269982337952,Afghanistan,,
AFG,1972,,,,0.959540009498596,Afghanistan,,
AFG,1973,,,,1.10443997383118,Afghanistan,,
AFG,1974,,,,1.03191995620727,Afghanistan,,
AFG,1975,,,,1.12305998802185,Afghanistan,,
AFG,1976,,,,1.26918995380402,Afghanistan,,
AFG,1977,,,,1.40902996063232,Afghanistan,,
AFG,1978,,,,1.80000996589661,Afghanistan,,
AFG,1979,,,,1.91846001148224,Afghanistan,,
AFG,1980,,,,,Afghanistan,,
AFG,1981,,,,,Afghanistan,,
AFG,1982,,,,2.01694989204407,Afghanistan,,
AFG,1983,,,,,Afghanistan,,
AFG,1984,,,,,Afghanistan,,
AFG,1985,,,,,Afghanistan,,
AFG,1986,,,,2.19022011756897,Afghanistan,,
AFG,1987,,,,1.71459996700287,Afghanistan,,
AFG,1988,,,,,Afghanistan,,
AFG,1989,,,,,Afghanistan,,
AFG,1990,,,,2.21519994735718,Afghanistan,,
AFG,1991,,,,,Afghanistan,,
AFG,1992,,,,,Afghanistan,,
AFG,1993,,,,,Afghanistan,,
AFG,1994,,,,,Afghanistan,,
AFG,1995,,,,,Afghanistan,,
AFG,1996,,,,,Afghanistan,,
AFG,1997,,,,,Afghanistan,,
AFG,1998,,,,,Afghanistan,,
AFG,1999,,,,,Afghanistan,,
AFG,2000,,,,,Afghanistan,,
AFG,2001,,,,,Afghanistan,,
AFG,2002,,,,,Afghanistan,,
AFG,2003,,,,1.37434995174408,Afghanistan,,
AFG,2004,,,,1.39064002037048,Afghanistan,,
AFG,2005,,,,,Afghanistan,,
AFG,2006,,,,,Afghanistan,,
AFG,2007,,,,,Afghanistan,,
AFG,2008,,,,,Afghanistan,,
AFG,2009,,,,3.93815994262695,Afghanistan,,
AFG,2010,,3.4794499874115,,,Afghanistan,,
AFG,2011,,3.4620099067688,96.09478,3.68686008453369,Afghanistan,,354.2880087140463
AFG,2012,,2.60420989990234,,,Afghanistan,,
AFG,2013,93.2679977416992,3.45445990562439,,,Afghanistan,,
AFG,2014,,3.69521999359131,58.22054,8.39764022827148,Afghanistan,,488.9151488156889
AFG,2015,,3.25578999519348,,,Afghanistan,,
AFG,2016,,4.5439600944519,,,Afghanistan,,
AFG,2017,,4.34319019317627,,,Afghanistan,,
AFG,2018,,,,9.99592018127441,Afghanistan,,
AFG,2019,,,,,Afghanistan,,
AFG,2020,,,,10.85435962677,Afghanistan,,
AFG,2021,,,,,Afghanistan,,
AFG,2022,,,,,Afghanistan,,
AFG,2023,,,,,Afghanistan,,
AFG,2024,,,,,Afghanistan,,
AFG,2025,,,,,Afghanistan,,
AFW,1960,,,,,Africa Western and Central,,
AFW,1961,,,,,Africa Western and Central,,
AFW,1962,,,,,Africa Western and Central,,
AFW,1963,,,,,Africa Western and Central,,
AFW,1964,,,,,Africa Western and Central,,
AFW,1965,,,,,Africa Western and Central,,
AFW,1966,,,,,Africa Western and Central,,
AFW,1967,,,,,Africa Western and Central,,
AFW,1968,,,,,Africa Western and Central,,
AFW,1969,,,,,Africa Western and Central,,
AFW,1970,,,,0.617680013179779,Africa Western and Central,,
AFW,1971,,,,0.619029998779297,Africa Western and Central,,
AFW,1972,,,,0.66184002161026,Africa Western and Central,,
AFW,1973,,,,0.72408002614975,Africa Western and Central,,
AFW,1974,,,,0.78600001335144,Africa Western and Central,,
AFW,1975,,,,0.831439971923828,Africa Western and Central,,
AFW,1976,,,,0.927500009536743,Africa Western and Central,,
AFW,1977,,,,1.09012997150421,Africa Western and Central,,
AFW,1978,,,,1.23221004009247,Africa Western and Central,,
AFW,1979,,,,1.50065994262695,Africa Western and Central,,
AFW,1980,,,,1.65649998188019,Africa Western and Central,,
AFW,1981,,,,1.9273099899292,Africa Western and Central,,
AFW,1982,,,,2.05622005462646,Africa Western and Central,,
AFW,1983,,,,2.14419007301331,Africa Western and Central,,
AFW,1984,,,,2.20619988441467,Africa Western and Central,,
AFW,1985,,,,2.3889799118042,Africa Western and Central,,
AFW,1986,,,,2.51521992683411,Africa Western and Central,,
AFW,1987,,,,2.47387003898621,Africa Western and Central,,
AFW,1988,,,,2.65233993530273,Africa Western and Central,,
AFW,1989,,,,2.77177000045776,Africa Western and Central,,
AFW,1990,,,,2.87589001655579,Africa Western and Central,,
AFW,1991,,,,2.97762989997864,Africa Western and Central,,
AFW,1992,,,,3.11690998077393,Africa Western and Central,,
AFW,1993,,,,3.29299998283386,Africa Western and Central,,
AFW,1994,,,,3.45100998878479,Africa Western and Central,,
AFW,1995,,,,3.59401988983154,Africa Western and Central,,
AFW,1996,,,,3.78765988349915,Africa Western and Central,,
AFW,1997,,,,4.01411008834839,Africa Western and Central,,
AFW,1998,,,,4.16986989974976,Africa Western and Central,,
AFW,1999,,2.34582495689392,,4.33806991577148,Africa Western and Central,,
AFW,2000,,2.46335005760193,,4.95100021362305,Africa Western and Central,,
AFW,2001,,2.36509990692139,,5.43233013153076,Africa Western and Central,,
AFW,2002,,2.34950995445252,,5.93669986724854,Africa Western and Central,,
AFW,2003,,2.35525989532471,,6.43214988708496,Africa Western and Central,,
AFW,2004,,2.24505507946014,,6.620689868927,Africa Western and Central,,
AFW,2005,,2.44700992107391,,7.03709983825684,Africa Western and Central,,
AFW,2006,,2.55851006507873,,7.09086990356445,Africa Western and Central,,
AFW,2007,,,,7.31161022186279,Africa Western and Central,,
AFW,2008,,2.49826002120972,,7.55156993865967,Africa Western and Central,,
AFW,2009,,2.90790009498596,,7.67314004898071,Africa Western and Central,,
AFW,2010,,2.7219500541687,144.09475,7.94076013565063,Africa Western and Central,,1144.2218465565436
AFW,2011,,2.65335988998413,103.31477,8.23383045196533,Africa Western and Central,,850.6762993637941
AFW,2012,,2.68840026027393,105.018235,8.61141014099121,Africa Western and Central,,904.355093867998
AFW,2013,,2.70691990852356,90.80184,9.13339042663574,Africa Western and Central,,829.3286561769103
AFW,2014,,2.66667008399963,,9.39218044281006,Africa Western and Central,,
AFW,2015,85.8910616663213,3.13882994651794,,9.45302963256836,Africa Western and Central,-76.43803203375295,
AFW,2016,,2.57739496231079,,9.26937007904053,Africa Western and Central,,
AFW,2017,,3.12012994289398,,9.39776039123535,Africa Western and Central,,
AFW,2018,,3.00657498836517,,9.58899021148682,Africa Western and Central,,
AFW,2019,79.5644835996227,3.00001001358032,,9.73875999450684,Africa Western and Central,-69.82572360511587,
AFW,2020,,3.3367600440979,,9.93537998199463,Africa Western and Central,,
AFW,2021,,3.09692638090381,,10.1902599334717,Africa Western and Central,,
AFW,2022,,2.89168744551701,,,Africa Western and Central,,
AFW,2023,,3.21562023947166,,,Africa Western and Central,,
AFW,2024,,,,,Africa Western and Central,,
AFW,2025,,,,,Africa Western and Central,,
AGO,1960,,,,,Angola,,
AGO,1961,,,,,Angola,,
AGO,1962,,,,,Angola,,
AGO,1963,,,,,Angola,,
AGO,1964,,,,,Angola,,
AGO,1965,,,,,Angola,,
AGO,1966,,,,,Angola,,
AGO,1967,,,,,Angola,,
AGO,1968,,,,,Angola,,
AGO,1969,,,,,Angola,,
AGO,1970,,,,,Angola,,
AGO,1971,,,,,Angola,,
AGO,1972,,,,,Angola,,
AGO,1973,,,,,Angola,,
AGO,1974,,,,,Angola,,
AGO,1975,,,,,Angola,,
AGO,1976,,,,,Angola,,
AGO,1977,,,,,Angola,,
AGO,1978,,,,,Angola,,
AGO,1979,,,,,Angola,,
AGO,1980,,,,,Angola,,
AGO,1981,,,,,Angola,,
AGO,1982,,,,,Angola,,
AGO,1983,,,,,Angola,,
AGO,1984,,,,,Angola,,
