Indicator 1,"School heads’ minimum and maximum annual gross statutory salaries (in national currency), by ISCED level and school size",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
Category,Salary (nat currency),Size of school,School year,ISCED level,Range,BE-FR,BE-DE,BE-NL,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,AL,BA,CH,IS,LI,ME,MK,NO,RS,TR
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 02,Minimum,37288.178779631584,43104.97,50320.36220719342,18420,367200,a,:,a,a,17043,35877.478806076026,36323.47161226667,:,a,49345,12672,22748,a,3858624.000000001,35552.52,47854,:,57634,27455.6,72000,35114.24,12132,34084.344,a,569364,:,:,7530350,a,11834.68,630793,:,937713,105498.56
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 1,Minimum,37288.178779631584,43104.97,50320.36220719342,20160,381600,513983.670634749,:,a,47492,17043,35877.478806076026,36323.47161226667,20932.19675,71407.50443298969,49345,12672,22748,a,3858624.000000001,35552.52,47854,42929.795,61035,27455.6,76248,35114.24,15484,47694.948000000004,648000,581976,:,:,8311190,143475,11834.68,564179,:,1095638,99692.95999999999
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 24,Minimum,41923.214133199755,83567.24,45628.61099699763,23040,381600,513983.670634749,:,a,61369,18961,43275.73403334184,46333.62210885333,20932.19675,71407.50443298969,58429,12672,22748,108218.32,3858624.000000001,35552.52,53827,42929.795,61035,27455.6,76248,35114.24,15484,49267.80600000001,648000,609384,:,:,8311190,151963,11834.68,564179,:,1095638,99692.95999999999
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 34,Minimum,46218,83567.24,55525.22559817389,19560,381600,a,:,a,61369,19566,43275.73403334184,46333.62210885333,20932.19675,71407.50443298969,58429,12672,22748,108218.32,4287360,35552.52,53827,56527.865,71374,27455.6,84900,33838.58,15484,56360.556,662430,704436,:,:,14010000,164899,11834.68,587188,:,1095638,105827.29999999999
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 02,Maximum,66585.43922661214,71221.57,76827.24940368046,29040,438000,595399.6480200001,:,a,a,27663,48595.70664641914,52991.40599040001,:,a,70100,a,24150,a,8320158.000000002,39396.52,69265,:,71207,50695.6,76800,47934.09,22566,37161.673344,a,633036,:,:,12143018,a,15117.29,733840,:,1087747,117572.78
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 1,Maximum,66585.43922661214,71221.57,76827.24940368046,29040,518400,603762.9031862221,:,a,83041,27663,48595.70664641914,52991.40599040001,24152.53573,76023.96132075472,70100,a,24150,a,8320158.000000002,39396.52,69265,73749.88,74607,50695.6,76248,47934.09,25393,58392.92483640002,774000,648048,:,:,16582034,149250,15117.29,677014,:,1270929,111852.68
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 24,Maximum,71220.47458018032,91270.86,76366.174453468,29820,518400,603762.9031862221,:,a,84241,28873,59902.63051171128,70196.81079525333,24152.53573,76023.96132075472,72265,a,24150,149663.63,9244620,39396.52,81549,73749.88,74607,50695.6,84900,47934.09,25393,60318.57488580003,774000,673056,:,:,16582034,161650,15117.29,677014,:,1270929,111852.68
Heads,Salary (nat currency),Smallest or all,2020/2021,ISCED 34,Maximum,75284,91270.86,91232.26855203933,29820,519600,a,:,a,84241,29478,59902.63051171128,70196.81079525333,24152.53573,76023.96132075472,72265,a,24150,149663.63,9244620,39396.52,81549,95479.72,86997,50695.6,88584,51686.27,25797,69002.2287108,774000,768108,:,:,17604000,175410,15117.29,704557,:,1270929,117901.52
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 02,Minimum,38080,58367,52533.14180509916,20688,378000,a,:,a,a,17208,36868.58091377046,37227.59061946667,:,a,49345,13320,27237,a,3858624.000000001,36698.52,41212.6478,:,65942,27647,72000,35310.17,12193,34425.174,a,569364,:,:,:,a,11834.68,630793,a,1064492,181214.4
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 1,Minimum,38080,58367,52533.14180509916,22644,393600,522482,:,a,48090,17208,36868.58091377046,37227.59061946667,22765.89714,71632.85958762886,49345,13320,27237,a,3858624.000000001,36698.52,41212.6478,44002.200000000004,70070,27647,76248,35310.17,15553,48083.091,658800,581976,:,:,:,143475,11834.68,564179,a,1243768,171655.2
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 24,Minimum,42812,93180,47633.88637710608,25872,393600,522482,:,a,62025,19236,44422.29268485318,47429.798304,22765.89714,71632.85958762886,58429,13320,27237,112080.89,3858624.000000001,36698.52,41992.815,44002.200000000004,70070,27647,76248,35310.17,15553,49668.78,658800,609384,:,:,:,151963,11834.68,564179,a,1243768,171655.2
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 34,Minimum,47196,93180,61319.61909052737,21960,391200,a,:,a,62025,19896,44422.29268485318,47429.798304,22765.89714,71632.85958762886,58429,13320,27237,112080.89,4287360,36698.52,41992.815,57923.70500000001,81897,27647,84900,34034.5,15553,56819.21699999999,689400,704436,:,:,:,164899,11834.68,587188,a,1243768,181773.6
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 02,Maximum,67991,92478,80653.62003710365,32616,450000,606199,:,a,a,27828,50067.37494264021,53712.12264453333,:,a,70100,a,28909,a,8320158.000000002,40542.52,75992.6868,:,72450,51021,76800,48030.02,22682,37533.275424,a,633036,:,:,:,a,15117.29,733840,a,1196522,201096
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 1,Maximum,67991,92478,80653.62003710365,32616,532800,613142,:,a,83871,27828,50067.37494264021,53712.12264453333,26268.34254,77318.47352941177,70100,a,28909,a,8320158.000000002,40542.52,75992.6868,75552.86,76578,51021,76248,48030.02,25524,58868.12831130001,801600,648048,:,:,:,149250,15117.29,677014,a,1398033,191536.8
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 24,Maximum,72723,126607,80653.62003710365,33492,532800,613142,:,a,85083,29148,61549.90603780934,71432.186767,26268.34254,77318.47352941177,72265,a,28909,155005.49,9244620,40542.52,84720.67066250437,75552.86,76578,51021,84900,48030.02,25524,60809.48735400001,801600,673056,:,:,:,161650,15117.29,677014,a,1398033,191536.8
Heads,Salary (nat currency),Smallest or all,2021/2022,ISCED 34,Maximum,76872,126607,102448.14422323316,33492,534000,a,:,a,85083,29808,61549.90603780934,71432.186767,26268.34254,77318.47352941177,72265,a,28909,155005.49,9244620,40542.52,84720.67066250437,97802.29999999999,89372,51021,88584,51782.19,25930,69563.76737310001,795600,768108,:,:,:,175410,15117.29,704557,a,1398033,201637.2
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 02,Minimum,42876.94382101389,63212.73,57145.62941531466,24984,379200,a,:,a,a,17208,38101.99578396251,38489.6681648,:,a,49973.56,14436,33056,a,4472496,37922.25461538461,45260.87918534174,:,68250,28554,93600,37710.79,13332,37655.604,a,569364,:,:,8775912,a,14095,725412,a,1168311,205211.2
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 1,Minimum,42876.94382101389,63212.73,57145.62941531466,24984,394800,537319,:,a,53373,17208,38101.99578396251,38489.6681648,24622.09234,65385.15128709724,49973.56,14436,33056,a,4472496,37922.25461538461,45260.87918534174,46524.175,72535,28554,94500,37710.79,16977,49095.522000000004,a,581976,:,:,9619212,147624,14095,648806,a,1366599,205211.2
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 24,Minimum,48201.24434002653,82166.75,51817.35227987576,25632,394800,537319,:,a,64548,19236,45949.73760851746,49006.88482416,24622.09234,65385.15128709724,59173.14,14436,33056,116931.87,4969440,37922.25461538461,45051.426999999996,46524.175,72535,28554,94500,37710.79,16977,50714.58,a,609384,:,:,9619212,152854,14095,648806,a,1366599,205211.2
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 34,Minimum,53134.26445757081,82166.75,66701.52759394428,25632,393600,a,:,a,64548,19896,45949.73760851746,49006.88482416,24622.09234,65385.15128709724,59173.14,14436,33056,116931.87,4969440,37922.25461538461,45051.426999999996,61237.005000000005,89543,28554,95400,36360.45,16977,58015.524000000005,a,704436,:,:,a,169691,14095,675266,a,1366599,205211.2
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 02,Maximum,76531,100151.84,89767.41056569552,:,453600,624565,:,a,a,27828,51833.47620690195,55351.0936592,:,a,70992.74,a,35087,a,10391976,41766.268461538464,82510.62605964925,:,77856,52321,93600,51282.85,24810,41055.367104000004,a,633036,:,:,9922376,a,18004,843916,a,1313218,266700.9
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 1,Maximum,76531,100151.84,89767.41056569552,:,536400,630552,:,a,90489,27828,51833.47620690195,55351.0936592,28410.10706,78889.7009936652,70992.74,a,35087,a,10391976,41766.268461538464,82510.62605964925,79862.59999999999,80674,52321,94500,51282.85,27919,60107.64758460001,a,648048,:,:,10899592,153570,18004,778566,a,1536099,266700.9
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 24,Maximum,81855,137234.51,89767.41056569552,:,536400,630552,:,a,88511,29148,63673.8591146222,73767.01771536,28410.10706,78889.7009936652,73185.97,a,35087,161714.28,12135276,41766.268461538464,90867.9562,79862.59999999999,80674,52321,94500,51282.85,27919,62089.86029400002,a,673056,:,:,10899592,166320,18004,778566,a,1536099,266700.9
Heads,Salary (nat currency),Smallest or all,2022/2023,ISCED 34,Maximum,86523,137234.51,114025.7896828878,:,538800,a,:,a,88511,29808,63673.8591146222,73767.01771536,28410.10706,78889.7009936652,73185.97,a,35087,161714.28,12135276,41766.268461538464,90867.9562,103382.68,95875,52321,95400,55255.06,28363,71028.40603320001,a,768108,:,:,a,180500,18004,810240,a,1536099,266700.9
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 02,Minimum,43735,64674.7,59201,27084,436080,a,:,a,a,18168,39232.193312884156,41953.877675519994,a,a,52877.63,16320,39139,a,8359680,39176,48155,:,85563,29671,135120,39084.77,15406,39912.200999999994,:,569364,21600,:,9450948,a,17009,:,a,1372788,462870
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 1,Minimum,43735,64674.7,59201,27084,454020,568710,:,a,54442,18168,39232.193312884156,41953.877675519994,27856.71,73597.60642183048,52877.63,16320,39139,a,8359680,39176,48155,50466.16,90095,29671,135624,39084.77,19617,50151.0345,709200,581976,24000,:,9383196,149839,17009,:,a,1578422,462870
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 24,Minimum,49166,84018,59201,27780,454020,568710,:,a,65839,20460,47357.02949782353,49740.53628326399,27856.71,73597.60642183048,56349.28,16320,39139,124127.61,8526873.6,39176,47416,50466.16,90095,29671,135624,39084.77,19617,51804.921,709200,608384,24000,:,9383196,159718,17009,:,a,1578422,462870
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 34,Minimum,54198,84018,59201,27780,454020,a,:,a,65839,21248,47357.02949782353,49740.53628326399,27856.71,73597.60642183048,56349.28,16320,39139,124127.61,8526873.6,39176,47416,66426.83,99472,29671,136128,37687.12,19617,59262.861000000004,736560,704436,26400,:,15996600,172236,17009,:,a,1578422,462870
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 02,Maximum,78062,104036,92860,:,725760,658231,:,a,a,28788,53364.01963401057,58436.753633279994,a,a,75118.29,:,41543,a,10903680,43020,87064,:,93662,54042,135792,53134.69,28664,43515.702575999996,:,633036,26400,:,12509592,a,18530,:,a,1502295,576359
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 1,Maximum,78062,104036,92860,:,858240,667390,:,a,92298,28788,53364.01963401057,58436.753633279994,32142.35,81383.93562160399,75118.29,:,41543,a,10903680,43020,87064,86630.05999999998,98194,54042,135624,53134.69,32256,61399.91153835002,840000,648048,28800,:,12773172,155870,18530,:,a,1774195,576359
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 24,Maximum,83493,140399.61,92860,:,858240,667390,:,a,84081,30372,65338.22707633341,74809.379919744,32142.35,81383.93562160399,77438.92,:,41543,171665.85,11121753.6,43020,95920,86630.05999999998,98194,54042,136464,53134.69,32256,63424.7647803,840000,673056,28800,:,12773172,168820,18530,:,a,1372788,576359
Heads,Salary (nat currency),Smallest or all,2023/2024,ISCED 34,Maximum,88254,140399.61,92860,:,860160,a,:,a,84081,31160,65338.22707633341,74809.379919744,32142.35,81383.93562160399,77438.92,:,41543,171665.85,11121753.6,43020,95920,112146.54000000001,107870,54042,137364,57246.6,32769,72555.52072230002,839400,768108,36000,:,19957800,183210,18530,:,a,1774195,576359
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 02,Minimum,a,a,a,a,a,a,:,a,a,a,38508.81663708383,a,:,a,a,13344,a,a,a,a,49346,:,a,a,a,a,a,a,a,a,:,:,a,a,12529.93,a,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 1,Minimum,a,a,a,a,a,a,:,a,55820,a,38508.81663708383,a,22766,a,a,13344,a,a,a,a,49346,45747.784999999996,a,a,a,a,a,a,a,a,:,:,a,a,a,604056,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 24,Minimum,a,a,a,a,a,a,:,a,82912,a,44733.42156232768,a,22766,a,a,13344,a,a,a,35980.02,72750,46534.97,a,a,a,a,a,a,a,a,:,:,a,a,a,604056,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 34,Minimum,a,a,a,a,a,a,:,a,82912,a,44733.42156232768,a,22766,a,a,15336,a,a,a,a,72750,61636.325,a,a,a,a,a,a,a,a,:,:,a,a,12529.93,651754,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 02,Maximum,a,a,a,a,a,a,:,a,a,a,51227.04447742694,a,:,a,a,a,a,a,a,a,78727,,a,a,a,a,a,a,a,a,:,:,a,a,15935.11,a,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 1,Maximum,a,a,a,a,a,a,:,a,84800,a,51227.04447742694,a,26268,a,a,a,a,a,a,a,78727,78028.42,a,a,a,a,a,a,a,a,:,:,a,a,a,724867,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 24,Maximum,a,a,a,a,a,a,:,a,105784,a,61360.31804069714,a,26268,a,a,a,a,a,a,39824.02,96951,79209.88,a,a,a,a,a,a,a,a,:,:,a,a,a,724867,:,a,a
Heads,Salary (nat currency),Most common (or other),2020/2021,ISCED 34,Maximum,a,a,a,a,a,a,:,a,105784,a,61360.31804069714,a,26268,a,a,a,a,a,a,a,96951,103184.48000000001,a,a,a,a,a,a,a,a,:,:,a,a,15935.11,782105,:,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 02,Minimum,a,a,a,a,a,a,:,a,a,a,39522.5403455445,a,:,a,a,13536,a,a,a,a,43055.315,a,a,a,a,a,a,a,a,a,:,:,:,a,12529.93,a,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 1,Minimum,a,a,a,a,a,a,:,a,a,a,39522.5403455445,a,23502.850885924745,a,a,13320,a,a,a,a,43055.315,46888.755000000005,a,a,a,a,a,a,a,a,:,:,:,a,a,604056,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 24,Minimum,a,a,a,a,a,a,:,a,a,a,45944.5301368266,a,23502.850885924745,a,a,13320,a,a,a,36998.52,74164.8092,47694.735,a,a,a,a,a,a,a,a,:,:,:,a,a,604056,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 34,Minimum,a,a,a,a,a,a,:,a,a,a,45944.5301368266,a,23502.850885924745,a,a,16116,a,a,a,37298.52,74164.8092,63501.580625,a,a,a,a,a,a,a,a,:,:,:,a,12529.93,651754,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 02,Maximum,a,a,a,a,a,a,:,a,a,a,52721.33437441425,a,:,a,a,a,a,a,a,a,85952.8614,a,a,a,a,a,a,a,a,a,:,:,:,a,a,a,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 1,Maximum,a,a,a,a,a,a,:,a,a,a,52721.33437441425,a,27118.674099143936,a,a,a,a,a,a,a,85952.8614,79936.26,a,a,a,a,a,a,a,a,:,:,:,a,a,724867,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 24,Maximum,a,a,a,a,a,a,:,a,a,a,63072.143489782764,a,27118.674099143936,a,a,a,a,a,a,40842.52,99068.0894,81146.7,a,a,a,a,a,a,a,a,:,:,:,a,15117.29,724867,a,a,a
Heads,Salary (nat currency),Most common (or other),2021/2022,ISCED 34,Maximum,a,a,a,a,a,a,:,a,a,a,63072.143489782764,a,27118.674099143936,a,a,a,a,a,a,41142.52,99068.0894,106215.84499999999,a,a,a,a,a,a,a,a,:,:,:,a,a,782105,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 02,Minimum,a,a,a,:,a,a,a,a,a,a,40811.772718577326,a,a,a,a,a,a,a,6007176,a,47236.426999999996,a,a,a,:,a,a,a,a,a,:,a,10315728,a,14923,a,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 1,Minimum,a,a,a,:,a,a,a,a,65715,a,40811.772718577326,a,25661.09,a,a,a,a,a,6007176,a,47236.426999999996,49577.68000000001,a,a,:,a,a,a,a,a,:,a,10561020,a,a,694664,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 24,Minimum,a,a,a,:,a,a,a,a,97473,a,47527.15823241152,a,25661.09,a,a,a,a,a,6674640,a,79486.9724,50430.80500000001,a,a,:,a,a,a,a,a,:,a,10561020,a,a,694664,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 34,Minimum,a,a,a,:,a,a,a,a,97473,a,47527.15823241152,a,25661.09,a,a,a,a,a,6674640,a,79486.9724,67814.17087500001,a,a,:,a,a,a,a,a,:,a,a,a,14923,749517,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 02,Maximum,a,a,a,:,a,a,a,a,a,a,54543.25314151676,a,a,a,a,a,a,a,11948580,a,93212.0652,a,a,a,:,a,a,a,a,a,:,a,11706668,a,18979,a,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 1,Maximum,a,a,a,:,a,a,a,a,96037,a,54543.25314151676,a,29608.95,a,a,a,a,a,11948580,a,93212.0652,84501.36,a,a,:,a,a,a,a,a,:,a,11990908,a,a,833597,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 24,Maximum,a,a,a,:,a,a,a,a,121436,a,65251.27973851626,a,29608.95,a,a,a,a,a,13836480,a,106364.9198,85782.36,a,a,:,a,a,a,a,a,:,a,11990908,a,a,833597,a,a,a
Heads,Salary (nat currency),Most common (or other),2022/2023,ISCED 34,Maximum,a,a,a,:,a,a,a,a,121436,a,65251.27973851626,a,29608.95,a,a,a,a,a,13836480,a,106364.9198,113304.522,a,a,:,a,a,a,a,a,:,a,a,a,18979,899420,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 02,Minimum,a,a,a,:,a,a,:,a,a,a,42046.55005177191,a,a,a,a,a,a,a,10644096,a,49750.1601,a,a,a,a,a,a,a,a,a,:,:,10842096,a,17637,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 1,Minimum,a,a,a,:,a,a,:,a,67029,a,42046.55005177191,a,30132.38,a,a,a,a,a,10644096,a,49750.1601,53780.06500000001,a,a,a,a,a,a,a,a,:,:,10290120,a,a,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 24,Minimum,a,a,a,:,a,a,:,a,99422,a,48984.42955246815,a,30132.38,a,a,a,a,a,10856977.92,39776.336923076924,83925.80899212,54705.74500000001,a,a,a,a,a,a,a,a,:,:,10290120,a,a,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 34,Minimum,a,a,a,:,a,a,:,a,99422,a,48984.42955246815,a,30132.38,a,a,18348,a,a,10856977.92,40076.336923076924,83925.80899212,73565.7275,a,a,a,a,a,a,a,a,:,:,a,a,17637,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 02,Maximum,a,a,a,:,a,a,:,a,a,a,56178.376372898325,a,a,a,a,a,a,a,13188096,a,98413.0213,a,a,a,a,a,a,a,a,a,:,:,14416176,a,19351,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 1,Maximum,a,a,a,:,a,a,:,a,91757,a,56178.376372898325,a,34768.14,a,a,a,a,a,13188096,a,98413.0213,91664.73999999999,a,a,a,a,a,a,a,a,:,:,14049528,a,a,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 24,Maximum,a,a,a,:,a,a,:,a,117664,a,66965.62713097803,a,34768.14,a,a,a,a,a,13451857.92,43620.35692307692,112410.02124288,93054.79999999999,a,a,a,a,a,a,a,a,:,:,14049528,a,a,:,a,a,a
Heads,Salary (nat currency),Most common (or other),2023/2024,ISCED 34,Maximum,a,a,a,:,a,a,:,a,117664,a,66965.62713097803,a,34768.14,a,a,:,a,a,13451857.92,43920.35692307692,112410.02124288,122914.7415,a,a,a,a,a,a,a,a,:,:,a,a,19351,:,a,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 02,Minimum,41923.214133199755,a,a,a,a,a,:,a,a,19566,42069.976352194666,a,:,a,a,27480,26805,a,a,36977.52,48848,:,a,34055.6,a,a,a,a,a,a,:,:,a,a,13538.3,a,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 1,Minimum,41923.214133199755,a,a,a,a,a,:,a,76182,19566,42069.976352194666,a,24622.092343658678,a,a,27480,26805,a,a,36977.52,48848,51055.85,a,34055.6,a,a,a,53399.262,a,a,:,:,a,151963,13538.3,622887,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 24,Minimum,a,86551.24,50320.36220719342,a,a,a,:,a,96273,19566,47294.12376700064,a,24622.092343658678,a,a,27480,26805,a,a,36977.52,82683,51055.85,a,34055.6,a,a,a,60431.280000000006,a,a,:,:,a,155378,13538.3,622887,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 34,Minimum,a,86551.24,58734.69496513099,a,a,a,:,a,96273,20161,47294.12376700064,a,24622.092343658678,a,a,27480,26805,a,a,36977.52,82683,64830.03125,a,34055.6,a,a,a,a,a,a,:,:,a,173669,13538.3,715938,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 02,Maximum,71220.47458018032,a,a,a,a,a,:,a,a,29478,54788.20419253778,a,:,a,a,a,26932,a,a,40821.52,93390,:,a,57295.5,a,a,a,a,a,a,:,:,a,a,17177.29,a,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 1,Maximum,71220.47458018032,a,a,a,a,a,:,a,105162,29478,54788.20419253778,a,28410.107061261355,a,a,a,26932,a,a,40821.52,93390,86046.15,a,57295.5,a,a,a,65376.71646660002,a,a,:,:,a,161650,17177.29,747464,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 24,Maximum,a,94254.86,76827.24940368046,a,a,a,:,a,119145,29478,63921.02024537008,a,28410.107061261355,a,a,a,26932,a,a,40821.52,116773,86046.15,a,57295.5,a,a,a,73986.01610400002,a,a,:,:,a,161650,17177.29,747464,:,a,a
Heads,Salary (nat currency),Biggest,2020/2021,ISCED 34,Maximum,a,94254.86,93132.97686287395,a,a,a,:,a,119145,30083,63921.02024537008,a,28410.107061261355,a,a,a,26932,a,a,40821.52,116773,108009.82500000001,a,57295.5,a,a,a,a,a,a,:,:,a,188960,17177.29,859126,:,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 02,Minimum,42812,60584,a,a,a,a,:,a,a,19896,43031.90288146409,a,:,a,a,28884,32102,a,a,38198.52,65425.8368,a,a,34247,a,a,a,a,a,a,:,:,:,a,13538.3,a,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 1,Minimum,42812,60584,a,a,a,a,:,a,77014,19896,43031.90288146409,a,25418.15382573495,a,a,28884,32102,a,a,38198.52,65425.8368,52327.125,a,34247,a,a,a,53833.81500000001,:,a,:,:,:,151963,13538.3,622887,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 24,Minimum,a,112244,52533.14180509916,a,a,a,:,a,97278,19898,48609.17567237116,a,25418.15382573495,a,a,28884,32102,a,a,38198.52,84327.398,52327.125,a,34247,a,a,a,60923.05799999999,a,a,:,:,:,155378,13538.3,622887,a,a,a
Heads,Salary (nat currency),Biggest,2021/2022,ISCED 34,Minimum,a,112244,a,a,a,a,:,a,97278,20556,48609.17567237116,a,25418.15382573495,a,a,28884,32102,a,a,38198.52,84327.398,66429.65000000001,a,34247,a,a,a,a,a,a,:,:,:,173669,13538.3,715938,a,a,a
