Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 28,Unnamed: 29
Standard intended time,,,,,,,,,,,,,,,,,,,,,,,,,Eurydice-OECD Joint Instruction Time Data Collection 2024,,
General information on the education system ,,,,,,,,,NO,,,,,,,,,,,,,,,,,,
,Country:,,,,,,,,Norway,,,,,,,,,,,,,,,,,,
,Reference year:,,,,,,,,2024/25,,Total years of compulsory primary and secondary education,,,,,,,,,,,,,,,,
,Number of years compulsory primary education (ISCED 1):,,,,,,,,7,,0,,,,,,,,,,,,,,,,
,Number of years compulsory lower secondary education (ISCED 24):,,,,,,,,3,,,,10,,,,,,,,,,,,,,
,Number of years compulsory upper secondary education (ISCED 34):,,,,,,,,0,,,,,,,,,,,,,,,,,,
,Theoretical age of admission in Compulsory Primary Education:,,,,,,,,6,,,,,,,,,,,,,,,,,,
,Information given by (Week or Year):,,,,,,,,YEAR,,,,,,,,,,,,,,,,,,
,Pathway / Track / Branch:,,,,,,,,,,,,,,,,,,,,,,,,,,
,Information given in (Periods OR hours of 60 min),,,,,,,,Hours (60min),,,,,,,,,,,,,,,,,,
Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grade,ISCED level,"Number of instruction days 
per school year","Number of instruction days 
per school week","Length of a period / 
lesson in minutes","Reading, writing and literature (L1)",Mathematics,Natural sciences,Social sciences,Language 2 (*),Language 3 (*),Language 4 (*),Language 5 (*),Physical Education and Health,Arts Education,Religion/Ethics/Moral education,ICT,Technology,Practical and vocational skills,Other subjects,Compulsory subjects with flexible timetable,Compulsory options chosen by the students,Compulsory flexible subjects chosen by schools,Total compulsory curriculum,Non-compulsory curriculum,Number of Weeks,Ration period/60 minutes
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
A1,1,ISCED 1,190,5,60,xr:F1,xr:F1,xr:F1,xr:F3,xr:F1,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A2,2,ISCED 1,190,5,60,xr:F1,xr:F1,xr:F1,xr:F3,xr:F1,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A3,3,ISCED 1,190,5,60,xr:F1,xr:F1,xr:F1,xr:F3,xr:F1,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A4,4,ISCED 1,190,5,60,xr:F1,xr:F1,xr:F1,xr:F3,xr:F1,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A5,5,ISCED 1,190,5,60,xr:F2,xr:F2,xr:F2,xr:F3,xr:F2,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A6,6,ISCED 1,190,5,60,xr:F2,xr:F2,xr:F2,xr:F3,xr:F2,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A7,7,ISCED 1,190,5,60,xr:F2,xr:F2,xr:F2,xr:F3,xr:F2,a,a,a,xr:F3,xr:F3,xr:F3,a,a,xr:F3,a,a,a,xr:F3,,a,38,1
A8,8,ISCED 24,190,5,60,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,a,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,xr:F4,xr:F4,,a,38,1
A9,9,ISCED 24,190,5,60,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,a,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,xr:F4,xr:F4,,a,38,1
A10,10,ISCED 24,190,5,60,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,a,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,xr:F4,a,xr:F4,xr:F4,,a,38,1
A11,11,,,,,,,,,,,,,,,,,,,,,,,,,,1
A12,12,,,,,,,,,,,,,,,,,,,,,,,,,,1
A13,13,,,,,,,,,,,,,,,,,,,,,,,,,,1
,(*) as a compulsory subject,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of years,Distribution of Minimum Instruction Time and Horizontal Flexibility,,,,,,,,,,,,,,,,,,,,,Minimum Instruction Time: Sub-total Compulsory I,0,,,
A14,7,Primary (ISCED 1),,,,,,,,,,,,,,,,,,,,,,,,38,1
A15,3,Compulsory lower secondary (ISCED 24),,,,,,,,,,,,,,,,,,,,,,,,38,1
A16,0,Compulsory upper secondary (ISCED 34),,,,,,,,,,,,,,,,,,,,,,,,38,1
Distribution of the instruction time in the case of Vertical Flexibility,,,,,,,,,,,,,,,,,,,,,,, ,,,,
,,,,,,,,,,,,,,,,,,,,,, ,,,,,
,Group of,,Dura-,from,to,,,,,,,,,,,,,,,,,,,Total,,,
,grades,,tion,grade,grade,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,False,
F1,1-4 (ISCED 1),,4,1,4,931,560,187,a,138,a,a,a,a,a,a,a,a,a,a,a,a,a,1816,a,38,1
F2,5-7 (ISCED 1),,3,5,7,441,328,179,a,228,a,a,a,a,a,a,a,a,a,a,a,a,a,1176,a,38,1
