Unnamed: 1,2024-07-01 00:00:00,Unnamed: 3,Unnamed: 4,2024-07-06 00:00:00,Unnamed: 6,2024-07-13 00:00:00,Unnamed: 8,2024-07-20 00:00:00,Unnamed: 10,2024-07-27 00:00:00,Unnamed: 12,2024-08-03 00:00:00,Unnamed: 14,2024-08-10 00:00:00,Unnamed: 16,2024-08-17 00:00:00,Unnamed: 18,2024-08-24 00:00:00,Unnamed: 20,2024-08-31 00:00:00,Unnamed: 22,2024-09-07 00:00:00,Unnamed: 24,2024-09-14 00:00:00,Unnamed: 26,2024-09-21 00:00:00,Unnamed: 28,2024-09-28 00:00:00,Unnamed: 30,2024-10-05 00:00:00,Unnamed: 32,2024-10-12 00:00:00,Unnamed: 34,2024-10-19 00:00:00,Unnamed: 36,2024-10-26 00:00:00,Unnamed: 38,2024-11-02 00:00:00,Unnamed: 40,2024-11-09 00:00:00,Unnamed: 42,2024-11-16 00:00:00,Unnamed: 44,2024-11-23 00:00:00,Unnamed: 46,2024-11-30 00:00:00,Unnamed: 48,2024-12-07 00:00:00,Unnamed: 50,2024-12-14 00:00:00,Unnamed: 52,2024-12-21 00:00:00,Unnamed: 54,2024-12-28 00:00:00,Unnamed: 56,2025-01-04 00:00:00,Unnamed: 58,2025-01-11 00:00:00,Unnamed: 60,2025-01-18 00:00:00,Unnamed: 62,2025-01-25 00:00:00,Unnamed: 64,2025-02-01 00:00:00,Unnamed: 66,2025-02-08 00:00:00,Unnamed: 68,2025-02-15 00:00:00,Unnamed: 70,2025-02-22 00:00:00,Unnamed: 72,2025-03-01 00:00:00,Unnamed: 74,2025-03-08 00:00:00,Unnamed: 76,2025-03-15 00:00:00,Unnamed: 78,2025-03-22 00:00:00,Unnamed: 80,2025-03-29 00:00:00,Unnamed: 82,2025-04-05 00:00:00,Unnamed: 84,2025-04-12 00:00:00,Unnamed: 86,2025-04-19 00:00:00,Unnamed: 88,2025-04-26 00:00:00,Unnamed: 90,2025-05-03 00:00:00,Unnamed: 92,2025-05-10 00:00:00,Unnamed: 94,2025-05-17 00:00:00,Unnamed: 96,2025-05-24 00:00:00,Unnamed: 98,2025-05-31 00:00:00,Unnamed: 100,2025-06-07 00:00:00,Unnamed: 102,2025-06-14 00:00:00,Unnamed: 104,2025-06-21 00:00:00,Unnamed: 106,2025-06-28 00:00:00,Unnamed: 108,2025-07-05 00:00:00,Unnamed: 110,2025-07-12 00:00:00,Unnamed: 112,2025-07-19 00:00:00,Unnamed: 114,2025-07-26 00:00:00,Unnamed: 116,2025-08-02 00:00:00,Unnamed: 118,2025-08-09 00:00:00,Unnamed: 120,2025-08-16 00:00:00,Unnamed: 122,2025-08-23 00:00:00,Unnamed: 124,2025-08-30 00:00:00,Unnamed: 126,2025-09-06 00:00:00,Unnamed: 128,2025-09-13 00:00:00,Unnamed: 130,2025-09-20 00:00:00,Unnamed: 132,2025-09-27 00:00:00,Unnamed: 134,2025-10-04 00:00:00,Unnamed: 136,2025-10-11 00:00:00,Unnamed: 138,2025-10-18 00:00:00,Unnamed: 140,2025-10-25 00:00:00,Unnamed: 142,2025-11-01 00:00:00,2023-11-01 00:00:00,2025-11-05 00:00:00,Unnamed: 146
,debut,1.0,4,1.0,,2.0,,3.0,,4.0,,5.0,,6.0,,7.0,,8.0,,9.0,,10.0,,11.0,,12.0,,13.0,,14.0,,15.0,,16.0,,17.0,,18.0,,19.0,,20.0,,21.0,,22.0,,23.0,,24.0,,25.0,,26.0,,27.0,,28.0,,29.0,,30.0,,31.0,,32.0,,33.0,,34.0,,35.0,,36.0,,37.0,,38.0,,39.0,,40.0,,41.0,,42.0,,43.0,,44.0,,45.0,,46.0,,47.0,,48.0,,49.0,,50.0,,51.0,,52.0,,53.0,,54.0,,55.0,,56.0,,57.0,,58.0,,59.0,,60.0,,61.0,,62.0,,63.0,,64.0,,65.0,,66.0,,67.0,,68.0,,69.0,,70.0,,71.0,
,debut,,,1.0,,2.0,,3.0,,4.0,,5.0,,6.0,,7.0,,8.0,,9.0,,10.0,,11.0,,12.0,,13.0,,14.0,,15.0,,16.0,,17.0,,18.0,,19.0,,20.0,,21.0,,22.0,,23.0,,24.0,,25.0,,26.0,,27.0,,28.0,,29.0,,30.0,,31.0,,32.0,,33.0,,34.0,,35.0,,36.0,,37.0,,38.0,,39.0,,40.0,,41.0,,42.0,,43.0,,44.0,,45.0,,46.0,,47.0,,48.0,,49.0,,50.0,,51.0,,52.0,,53.0,,54.0,,55.0,,56.0,,57.0,,58.0,,59.0,,60.0,,61.0,,62.0,,63.0,,63.0,,63.0,,63.0,,63.0,,63.0,,63.0,,63.0,,63.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,45941.0
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
.,45474,1.0,4,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,
