Ripartizione_geografica;WLE_200_mean;ES;WLE_200_sd;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95;GRADO;MATERIA;Ordinatore;FASCIA_1;FASCIA_2;FASCIA_3;FASCIA_4;FASCIA_5;FASCIA_6;LIVELLO_1;LIVELLO_2;LIVELLO_3;LIVELLO_4;LIVELLO_5;Significatività;Perc._Devianza_tra_scuole_su_Devianza_Totale;Perc._Devianza_tra_classi_su_Devianza_Totale;Perc._Devianza_dentro_le_classi_su_Devianza_Totale;Anno_new
Abruzzo;221,42865981657;4,02096711551307;49,2922216535897;1,8971549440558;146,372917551753;189,242640531085;255,035463948196;317,282464832082;5;Inglese L;18; ; ; ; ; ; ;9,86698980927536;90,1330101907245; ; ; ;NS; ; ; ;2023-2024
Abruzzo;218,166577814446;2,69949910589352;39,3020590917755;1,14576811009429;155,467281252482;192,750647688016;246,876539421795;298,255524391201;5;Inglese R;18; ; ; ; ; ; ;3,79003324334407;96,2099667566561; ; ; ;S+; ; ; ;2023-2024
Abruzzo;194,475279484132;4,64488366921172;36,6345675049257;2,01598907300035;135,665058653285;167,539373302513;218,118568656074;253,010705881777;10;Italiano;18; ; ; ; ; ; ;14,8509967170948;22,2931207043277;32,5526402609674;24,072763787862;6,23047852974757;NS; ; ; ;2023-2024
Abruzzo;188,36776462182;4,31890077070859;30,9158481318181;1,74968761054751;140,326240687745;166,680896052029;207,571647907423;245,162434749171;10 Altri licei;Italiano;18; ; ; ; ; ; ;11,9047619047619;30,3809523809524;41,3333333333333;11,9047619047619;4,47619047619048;NS; ; ; ;2023-2024
Abruzzo;154,2062995595;,876923042917069;31,2927711059234;,395032144196361;99,1894106552273;133,922489890555;173,407659228333;210,53451999848;10 Istituti professionali;Italiano;18; ; ; ; ; ; ;53,0554231332873;33,2097392164133;10,9981107756413;2,7367268746579;0;S-; ; ; ;2023-2024
Abruzzo;184,155043285655;4,28237433950468;31,9715397787296;1,78432761125814;141,584642171396;157,805141127052;205,884363673659;234,579342945372;10 Istituti tecnici;Italiano;18; ; ; ; ; ; ;19,291404759671;29,1930528192138;32,5356897144823;16,8922194076993;2,08763329893361;NS; ; ; ;2023-2024
Abruzzo;214,09508790586;3,35083802013436;30,5761877163041;1,26631499887877;163,44197314524;195,596844861536;235,445706864795;263,006760037365;10 Licei scientifici classici e linguistici;Italiano;18; ; ; ; ; ; ;3,49606495129195;11,5186528268303;34,3400282149265;39,288837833785;11,3564161731663;NS; ; ; ;2023-2024
Abruzzo;204,802014225418;2,52797093483175;48,6603546706345;1,23223233121012;126,460773606209;169,249074399887;231,394502284238;297,848914475126;2;Italiano;18;6,16324502179093;19,2127457430288;18,8395828256635;21,6788415951542;25,0842778813166;9,02130693304555; ; ; ; ; ;S+; ; ; ;2023-2024
Abruzzo;201,009653264294;2,44243022870014;37,4312262892025;1,05397603665802;133,812242392005;178,293005139213;226,998356434905;261,320401160485;5;Italiano;18;3,42158979024003;16,3080627366871;28,9855287528522;28,6044810564607;18,954727947225;3,72560971653513; ; ; ; ; ;NS; ; ; ;2023-2024
Abruzzo;196,517404579896;4,93514932990574;34,0638798698798;2,05469254249305;146,286000393875;173,293896368219;218,816566038263;256,292814857412;10;Matematica;18; ; ; ; ; ; ;17,220744902869;27,9530747012677;24,1613632163507;17,9310295588945;12,7337876206186;NS; ; ; ;2023-2024
Abruzzo;184,674588539979;6,18482675260522;28,3484824569128;2,42319785806645;145,717000143791;164,687329087336;200,402579274507;233,625081299357;10 Altri licei;Matematica;18; ; ; ; ; ; ;24,9057883713817;35,7277852386548;24,791290379718;9,91906333316926;4,65607267707628;NS; ; ; ;2023-2024
Abruzzo;173,545009679871;1,59085253706278;26,7513841021063;,624592821391727;142,822736352686;153,712678716081;193,42467528456;223,205124668326;10 Istituti professionali;Matematica;18; ; ; ; ; ; ;40,2143719806764;32,0108695652174;19,3900966183575;7,27355072463768;1,11111111111111;NS; ; ; ;2023-2024
Abruzzo;192,946903138112;6,53739660302893;32,0350973337352;2,6637836611852;143,272888276103;175,414332552657;214,382996873218;253,904842667449;10 Istituti tecnici;Matematica;18; ; ; ; ; ; ;15,2373799971294;35,4436870140026;23,6545325773337;15,0598991553354;10,6045012561988;NS; ; ; ;2023-2024
Abruzzo;221,247001293949;4,38230425152149;29,5767553586338;1,60228251760504;177,065915449022;201,760494460569;239,581331506548;275,352140439777;10 Licei scientifici;Matematica;18; ; ; ; ; ; ;2,59683794466404;10,5064009793641;25,7462479062772;33,3399755158981;27,8105376537967;NS; ; ; ;2023-2024
Abruzzo;202,392596339004;2,48297625133902;41,8181625352235;1,12864595133575;133,958609673565;174,723719789318;226,269036588522;276,244021274073;2;Matematica;18;5,15401232520222;19,7061971395259;24,7396051840484;25,62159888097;19,0845844785515;5,69400199170132; ; ; ; ; ;S+; ; ; ;2023-2024
Abruzzo;202,643698258562;2,59545511808174;38,3882121971536;1,12965522459528;139,813053755075;177,237365759183;227,274600813194;260,097633983745;5;Matematica;18;4,12051241992385;20,4408324439315;21,7484936665263;28,6729749572778;20,0429995839395;4,97418692840138; ; ; ; ; ;S+; ; ; ;2023-2024
Basilicata;207,49756781293;3,82429050449754;48,3303060736837;1,84567038049753;133,483567486256;176,586399927324;240,567958816588;317,282464832082;5;Inglese L;23; ; ; ; ; ; ;15,4426259788109;84,5573740211889; ; ; ;NS; ; ; ;2023-2024
Basilicata;207,36618948057;2,63924304701847;38,4633468435353;1,13666882276307;146,310905819145;182,199453730125;235,012532214471;298,255524391201;5;Inglese R;23; ; ; ; ; ; ;5,60592303200749;94,3940769679925; ; ; ;NS; ; ; ;2023-2024
Basilicata;189,80316539312;5,75226587626718;38,4225602355169;2,58809596692447;124,482653848478;163,659433887239;216,251601452099;251,398411831053;10;Italiano;23; ; ; ; ; ; ;19,3807620658248;24,6953548968301;29,3500187675803;19,7232080657088;6,85065620405577;NS; ; ; ;2023-2024
Basilicata;177,359480266016;11,8403053793366;35,3178234683777;5,28363326347458;119,592038003083;150,262866431412;201,758092523306;241,947198955957;10 Altri licei;Italiano;23; ; ; ; ; ; ;28,5714285714286;31,0714285714286;29,8809523809524;6,90476190476191;3,57142857142858;NS; ; ; ;2023-2024
Basilicata;155,918928804129;5,75423583441276;30,8731556295967;2,56052338839612;103,807770332108;136,28004234151;176,800373882918;205,609560589261;10 Istituti professionali;Italiano;23; ; ; ; ; ; ;50,5206843582817;32,1319985168706;12,3883680279676;4,95894909688013;0;NS; ; ; ;2023-2024
Basilicata;183,271368394044;5,51212832274063;32,0187347572849;2,30395552544251;125,593046928366;162,645642052298;205,609560589261;234,579342945372;10 Istituti tecnici;Italiano;23; ; ; ; ; ; ;18,6556912155317;30,5927565103098;34,5870899394836;14,2665376242504;1,89792471042471;NS; ; ; ;2023-2024
Basilicata;215,668882516368;3,98221788266612;29,8302472774578;1,48101583149573;170,642151554452;196,797376007971;236,653492861333;261,111997864355;10 Licei scientifici classici e linguistici;Italiano;23; ; ; ; ; ; ;1,95304411078199;13,7981291008591;32,4367529362865;36,5181479904055;15,2939258616672;NS; ; ; ;2023-2024
Basilicata;204,424673087094;3,10576210681502;49,2181381823852;1,52392685204535;126,460773606209;167,888403391202;231,394502284238;297,848914475126;2;Italiano;23;7,43007900574422;18,9682412955815;15,7675008745314;22,0207269946099;27,0738272769676;8,73962455256528; ; ; ; ; ;S+; ; ; ;2023-2024
Basilicata;195,416239294426;3,14671567541188;36,7819231498621;1,36519407360087;136,078591923388;170,156180887589;221,764436888503;252,718469868425;5;Italiano;23;4,64182651210283;18,0252510315026;34,2953098587241;25,2957895015733;14,684207839054;3,05761525704308; ; ; ; ; ;NS; ; ; ;2023-2024
Basilicata;192,271160403648;5,61322290928215;35,637668341057;2,41662829575096;143,272888276103;165,714566482496;213,803188396549;256,493301370711;10;Matematica;23; ; ; ; ; ; ;22,2359909992394;27,1761156834838;24,5515642315117;15,0719687195589;10,9643603662055;NS; ; ; ;2023-2024
Basilicata;184,678096607168;5,25936660900073;27,7304007676524;2,03799832597311;145,874581683618;166,479160212765;201,760494460569;238,529138783295;10 Altri licei;Matematica;23; ; ; ; ; ; ;19,3438158795716;38,2283310388679;27,082098655206;10,3028718698852;5,04288255646952;NS; ; ; ;2023-2024
Basilicata;163,072828258337;4,94373791807599;21,7632185475596;1,80603515359531;130,713306461106;148,688459043018;175,707398958371;202,73084360261;10 Istituti professionali;Matematica;23; ; ; ; ; ; ;54,2997020008514;35,5151128139634;7,71604938271604;2,46913580246913;0;NS; ; ; ;2023-2024
Basilicata;190,215161640318;6,67760205599814;31,5149118848742;2,71804108735953;145,103233002979;164,687329087336;210,125986924314;248,199365115772;10 Istituti tecnici;Matematica;23; ; ; ; ; ; ;24,3455554257761;23,7909603730911;28,6422815391406;15,9277399408978;7,2934627210943;NS; ; ; ;2023-2024
Basilicata;222,716073043351;7,3353050858862;33,9278222379972;2,86299370591892;170,895600306301;199,45306514747;246,276459416805;291,806630392968;10 Licei scientifici;Matematica;23; ; ; ; ; ; ;2,26262626262627;12,6106546092199;27,7703433184064;27,9417126791589;29,4146631305885;NS; ; ; ;2023-2024
Basilicata;197,818747141583;2,81391255526986;42,8774187613077;1,3100600107757;126,681094715551;169,41720048786;226,269036588522;276,244021274073;2;Matematica;23;7,76901998373887;20,7481260925815;24,1827898845246;23,9736028720739;17,5174643730377;5,80899679404333; ; ; ; ; ;NS; ; ; ;2023-2024
Basilicata;194,395202609695;3,60819104793234;38,7177938956035;1,61028243258857;134,636430563956;165,825517653099;221,065287589462;258,674744294125;5;Matematica;23;6,71493157502729;26,0885287989224;19,8490456258524;27,6645728720343;15,4108608371513;4,27206029101326; ; ; ; ; ;NS; ; ; ;2023-2024
Calabria;197,82135026208;5,59627652380098;53,437111683935;2,90860048962288;119,031487867846;164,509388732569;229,107141071003;317,282464832082;5;Inglese L;24; ; ; ; ; ; ;24,4501547027015;75,5498452972984; ; ; ;S-; ; ; ;2023-2024
