id;Aggregato_territoriale;aggregazione;Denominazione;grado;anno;Pct_dispersione;Variabilità_Dispersione;Pct_eccellenze;Variabilità_Eccellenti;Pct_copertura
1;Aree interne SNAI 2014;Totale;AGORDINO;13;2018-19;1,69491525423729;,451753951452626;26,271186440678;3,06394436993246;99,1596638655462
1;Aree interne SNAI 2014;Totale;AGORDINO;8;2017-18;6,89655172413793;,968245836551854;31,0344827586207;3,38886042793149;96,0264900662252
1;Aree interne SNAI 2021;Totale;AGORDINO;13;2018-19;1,69491525423729;,451753951452626;26,271186440678;3,06394436993246;99,1596638655462
1;Aree interne SNAI 2021;Totale;AGORDINO;8;2017-18;6,89655172413793;,968245836551854;31,0344827586207;3,38886042793149;96,0264900662252
1;Provincia;Femmina;TORINO;13;2018-19;2,87665834756338;,817804954800179;23,9721528963615;3,32841370159265;95,8324503779049
1;Provincia;Femmina;TORINO;13;2020-21;4,76328362530766;1,19508937188961;15,708701317504;2,41743244156535;91,4807765511991
1;Provincia;Femmina;TORINO;13;2021-22;3,46198230542377;,915034786388779;17,5407103474804;2,74948881312046;93,3233103259755
1;Provincia;Femmina;TORINO;13;2022-23;3,55482979525185;,913594754179481;16,4803416656199;2,49157059749913;97,1848308848651
1;Provincia;Femmina;TORINO;13;2023-24;3,1055900621118;,796994761841388;18,5217391304348;2,53852879490477;97,5197601526301
1;Provincia;Femmina;TORINO;13;2024-25;4,72289773454499;1,02416147321451;13,5927300652758;2,05282808489281;97,366086659843
1;Provincia;Femmina;TORINO;8;2017-18;11,6003386960203;1,23839523878554;27,2756138865368;2,14053813434608;95,919976347689
1;Provincia;Femmina;TORINO;8;2018-19;10,9388097233864;1,16121595604377;26,6554903604359;1,99372204745286;96,7602591792657
1;Provincia;Femmina;TORINO;8;2020-21;12,3698327548122;1,2583814418018;22,8252866309035;1,85021761452203;95,5169885113664
1;Provincia;Femmina;TORINO;8;2021-22;10,6916243654822;1,20795260954366;24,3020304568528;1,94324359274628;94,686741136474
1;Provincia;Femmina;TORINO;8;2022-23;10,2765123424092;1,15763817411404;23,0744782286259;1,82583577111999;95,8759339362957
1;Provincia;Femmina;TORINO;8;2023-24;10,223642172524;1,15431463081203;22,6730564430245;1,875313656554;96,2396239623962
1;Provincia;Femmina;TORINO;8;2024-25;9,81365089866578;1,06906225833559;21,8656963281508;1,81196186693621;95,2308006535948
1;Provincia;Maschio;TORINO;13;2018-19;3,74500894946992;,954845079358569;26,201294231034;3,25500954126728;95,7412010990449
1;Provincia;Maschio;TORINO;13;2020-21;7,07416462917685;1,59043016349877;16,3325183374083;2,17201669250683;91,5163757033617
1;Provincia;Maschio;TORINO;13;2021-22;6,47734956051386;1,32965211760332;16,8356997971602;2,30499734400877;93,1999493478536
1;Provincia;Maschio;TORINO;13;2022-23;5,89631974673526;1,21651894317366;17,1217517477905;2,37681884460494;97,2653219550039
1;Provincia;Maschio;TORINO;13;2023-24;5,12191975229003;1,20670133216927;18,9652948006709;2,43370139793917;97,4229408792319
1;Provincia;Maschio;TORINO;13;2024-25;6,5848934796643;1,35697714051362;16,1523563589413;2,17137742435107;97,1147748890298
1;Provincia;Maschio;TORINO;8;2017-18;14,7948487571129;1,50731304664216;23,6298292902067;2,17458159768724;95,91957421644
1;Provincia;Maschio;TORINO;8;2018-19;14,1636381494942;1,47503439206034;22,9938120027502;1,96272981105894;96,761689809136
1;Provincia;Maschio;TORINO;8;2020-21;16,0701824344532;1,55641537845572;20,556275545808;1,81207509482906;95,5169885113664
1;Provincia;Maschio;TORINO;8;2021-22;14,7278336152851;1,44486212541983;22,1216041397154;1,88884987390577;94,6793533666683
1;Provincia;Maschio;TORINO;8;2022-23;12,8997020854022;1,37001227894968;21,9066534260179;1,8579663414334;95,8720330237358
1;Provincia;Maschio;TORINO;8;2023-24;13,2321699544765;1,42533724387341;20,6575619625696;1,8047117040354;96,2352706211304
1;Provincia;Maschio;TORINO;8;2024-25;12,4673969744392;1,38813790258313;20,4799165362546;1,85020034578542;95,3086672117743
1;Provincia;Nativo;TORINO;13;2018-19;3,0450200431699;1,06087784841793;26,4261486278137;5,25101205914318;95,7025218733917
1;Provincia;Nativo;TORINO;13;2020-21;5,54134697357204;1,75721917000528;16,6069906223359;3,719594685462;91,2733375288441
1;Provincia;Nativo;TORINO;13;2021-22;4,70605483066999;1,43838102425921;18,2084738308166;4,16252917141406;93,1754192679643
1;Provincia;Nativo;TORINO;13;2022-23;4,47579490117445;1,43996387812847;17,6453738183901;3,9924489421978;97,2043279754831
1;Provincia;Nativo;TORINO;13;2023-24;3,80720322850834;1,17701603516978;19,7060839107592;3,84063442913928;97,4306713606324
1;Provincia;Nativo;TORINO;13;2024-25;5,39462794372132;1,53457643342704;16,1312166127455;3,46180907322077;97,1342948117625
1;Provincia;Nativo;TORINO;8;2017-18;11,7639954103509;1,77279323001506;27,3204903677758;3,49680055824992;95,9199960097761
1;Provincia;Nativo;TORINO;8;2018-19;11,3729261841789;1,72143419460897;26,5929309930272;3,27750534510135;96,7677673190896
1;Provincia;Nativo;TORINO;8;2020-21;13,0560690080099;1,80863842071912;23,5859519408503;2,90984213959264;95,589047977895
1;Provincia;Nativo;TORINO;8;2021-22;11,4645588329799;1,70594777642229;25,4161043634728;3,01196663283844;94,6686545678885
1;Provincia;Nativo;TORINO;8;2022-23;10,2383939774153;1,49685571138651;24,9247176913425;2,96770927195683;95,8756664319485
1;Provincia;Nativo;TORINO;8;2023-24;10,6353861192571;1,63349938811244;24,1120886282177;2,94440142684324;96,3009079118029
1;Provincia;Nativo;TORINO;8;2024-25;9,71208963001563;1,57103861444249;23,7884314747264;2,95837231503151;95,1394218470197
1;Provincia;Straniero I generazione;TORINO;13;2018-19;4,1958041958042;,323838060014433;16,0839160839161;,566598234870699;95,836947094536
1;Provincia;Straniero I generazione;TORINO;13;2020-21;9,45674044265593;,442360836415346;8,65191146881288;,385736185933949;91,9375197223099
1;Provincia;Straniero I generazione;TORINO;13;2021-22;4,97835497835498;,299756593390652;7,14285714285714;,311206219772687;92,301637279597
1;Provincia;Straniero I generazione;TORINO;13;2022-23;9,1304347826087;,384874641440909;6,95652173913043;,323363090833993;97,237860661506
1;Provincia;Straniero I generazione;TORINO;13;2023-24;6,91823899371069;,283294899354012;6,91823899371069;,283294899354012;96,9094922737307
1;Provincia;Straniero I generazione;TORINO;13;2024-25;4,58515283842795;,269327948334366;7,86026200873363;,323063080875621;96,5668865212244
1;Provincia;Straniero I generazione;TORINO;8;2017-18;29,9421965317919;,987452398798538;8,20809248554913;,383202745984839;95,4869600651997
1;Provincia;Straniero I generazione;TORINO;8;2018-19;27,9187817258883;,754643038167297;8,79864636209814;,366573167638189;96,2874884396882
1;Provincia;Straniero I generazione;TORINO;8;2020-21;29,6296296296296;,827840365230635;7,03703703703704;,352769648061522;95,220324386393
1;Provincia;Straniero I generazione;TORINO;8;2021-22;31,5573770491803;,8417789642146;7,17213114754098;,357749972629812;93,7220473745238
1;Provincia;Straniero I generazione;TORINO;8;2022-23;29,9342105263158;,846320714281669;4,93421052631579;,310277091266739;95,5837703560585
1;Provincia;Straniero I generazione;TORINO;8;2023-24;25,7299270072993;,811479043144029;5,65693430656934;,318018293993999;95,5771305285868
1;Provincia;Straniero I generazione;TORINO;8;2024-25;25,390625;,775993575254259;6,90104166666667;,337775045158868;94,9449275362319
1;Provincia;Straniero II generazione;TORINO;13;2018-19;3,90015600624025;,295884487485338;18,0967238689548;,5323493437653;96,3330029732408
1;Provincia;Straniero II generazione;TORINO;13;2020-21;6,4343163538874;,415973405719555;12,6005361930295;,47594070776187;92,5618855856923
1;Provincia;Straniero II generazione;TORINO;13;2021-22;6,6;,38603042919614;9,1;,444858808325884;93,6549452678485
1;Provincia;Straniero II generazione;TORINO;13;2022-23;5,22317188983856;,374816290165231;10,8262108262108;,520327045737683;97,3462250565727
1;Provincia;Straniero II generazione;TORINO;13;2023-24;3,48717948717949;,283251732275816;13,025641025641;,501394237366767;97,5532441802873
1;Provincia;Straniero II generazione;TORINO;13;2024-25;5,74712643678161;,399806823833658;9,05172413793103;,497683242100288;97,0406056434962
1;Provincia;Straniero II generazione;TORINO;8;2017-18;18,0274330502939;,773145898915639;14,8922273024167;,579016482900604;95,8866077299627
1;Provincia;Straniero II generazione;TORINO;8;2018-19;14,4736842105263;,61694638127656;16,4473684210526;,59171763349208;96,6271080574641
1;Provincia;Straniero II generazione;TORINO;8;2020-21;17,5675675675676;,876506100925488;12,8378378378378;,631875647692294;95,3408848044454
1;Provincia;Straniero II generazione;TORINO;8;2021-22;13,3296763576522;,728931112021734;12,9456939111355;,58950000535517;94,5558119411595
1;Provincia;Straniero II generazione;TORINO;8;2022-23;13;,818646984000969;13,25;,643166089902651;95,6401334942839
1;Provincia;Straniero II generazione;TORINO;8;2023-24;11,3730111962286;,672273758439316;12,9051266941662;,591869188747605;96,2751388997574
1;Provincia;Straniero II generazione;TORINO;8;2024-25;12,4944616747895;,825613277684732;10,5892778023926;,569750407165138;95,0604098524798
1;Provincia;Totale;TORINO;13;2018-19;3,30061844581877;1,28648194609741;25,0605001344447;5,60483384360869;95,7025218733917
1;Provincia;Totale;TORINO;13;2020-21;5,84539952501341;2,06437568005857;15,9963226844404;3,88788956016382;91,2733375288441
1;Provincia;Totale;TORINO;13;2021-22;4,9198633736206;1,65458323294433;17,1965317919075;4,30984645556988;93,1644330212349
1;Provincia;Totale;TORINO;13;2022-23;4,69695019945953;1,61398287361493;16,7932055076567;4,16963543590234;97,2043279754831
1;Provincia;Totale;TORINO;13;2023-24;4,09467755205367;1,48412186181331;18,7393202961838;4,29541552915515;97,4287828338883
1;Provincia;Totale;TORINO;13;2024-25;5,64982645584265;1,82820319372669;14,8669494793675;3,64960136947657;97,1342948117625
1;Provincia;Totale;TORINO;8;2017-18;13,2487413952533;2,22400654530976;25,3981300729477;3,57080660566864;95,919976347689
1;Provincia;Totale;TORINO;8;2018-19;12,6032953105196;2,13988529760889;24,765525982256;3,35004864826959;96,7623252391464
1;Provincia;Totale;TORINO;8;2020-21;14,2696284164193;2,29132018321717;21,6603541815948;2,9814679912335;95,5169885113664
1;Provincia;Totale;TORINO;8;2021-22;12,7710843373494;2,11922673827528;23,1786721353499;3,10422599891472;94,6798699092277
1;Provincia;Totale;TORINO;8;2022-23;11,6305294992055;1,97759102344138;22,471679737557;3,03460014766593;95,8720330237358
1;Provincia;Totale;TORINO;8;2023-24;11,7665369649805;2,10182174795889;21,6394293125811;3,0319380407041;96,2354585850517
1;Provincia;Totale;TORINO;8;2024-25;11,1772274043101;1,97122098088029;21,1536399699796;3,02244146744257;95,0522292993631
1;Regione;Istituto Professionale - Settore Servizi;VALLE D'AOSTA;13;2018-19;6,30630630630631;1,30930734141595;4,5045045045045;1,03015750727543;89,5161290322581
1;Regione;Istituto Professionale - Settore Servizi_Femmina;VALLE D'AOSTA;13;2018-19;6,97674418604651;1,12485826771597;3,48837209302326;1,04978131833565;89,5161290322581
1;Regione;Istituto Professionale - Settore Servizi_Maschio;VALLE D'AOSTA;13;2018-19;4;,372677996249965;8;,471404520791032;88,8888888888889
1;Regione;Istituto Professionale - Settore Servizi_Nativo;VALLE D'AOSTA;13;2018-19;4,47761194029851;,8;7,46268656716418;1,09544511501033;88,2978723404255
1;Regione;Istituto Professionale - Settore Servizi_Straniero I generazione;VALLE D'AOSTA;13;2018-19;0;0;0;0;83,3333333333333
1;Regione;Istituto Professionale - Settore Servizi_Straniero II generazione;VALLE D'AOSTA;13;2018-19;0;0;0;0;92,4528301886792
1;Regione;Maschio;VALLE D'AOSTA;13;2018-19;2,82776349614396;,909480814496212;29,0488431876607;2,65117672474367;90,0584795321637
1;Regione;Maschio;VALLE D'AOSTA;8;2017-18;9,22242314647378;,968739713572775;28,75226039783;1,63419689443956;96,3541666666667
1;Regione;Nativo;VALLE D'AOSTA;13;2018-19;2,20994475138122;,652747249349637;36,7403314917127;4,63507607393913;86,0655737704918
1;Regione;Nativo;VALLE D'AOSTA;8;2017-18;7,88675429726997;1,29115910589466;31,5470171890799;3,1387960775314;96,3541666666667
1;Regione;Totale;VALLE D'AOSTA;13;2018-19;2,17391304347826;1,02687281691983;27,8985507246377;4,56026455547797;89,9022801302931
1;Regione;Totale;VALLE D'AOSTA;8;2017-18;8,1981981981982;1,31695671910659;29,7297297297297;3,25509804234928;96,3541666666667
