codice_ente,anno,mese,codice_gestionale,importo_centesimi
032441972,2024,10,1.03.02.11.999,0
032442525,2024,08,1.01.02.01.001,0
032444848,2024,12,1.02.01.01.001,300000
032991391,2024,12,7.01.03.01.001,118104
034523356,2024,08,1.03.02.16.999,53600
034024783,2024,08,1.03.02.07.008,39644
032929699,2024,09,1.03.02.17.002,0
029534612,2024,11,1.03.02.05.999,0
029397937,2024,08,1.03.02.17.002,0
029400887,2024,07,1.03.01.05.999,0
029940094,2024,08,7.01.99.03.001,50000
029942588,2024,11,1.03.02.05.999,70540
031921422,2024,10,2.02.01.03.003,0
031921785,2024,11,1.03.01.02.001,141765
031405828,2024,11,1.03.02.07.008,201600
034528646,2024,10,1.03.02.04.004,928000
034528646,2024,10,1.03.02.19.010,35508
032991390,2024,05,7.01.03.01.001,49100
032991391,2024,07,7.01.99.03.001,0
032929699,2024,07,1.03.01.05.999,0
034016739,2024,12,1.03.02.07.008,0
033462250,2024,06,2.02.01.07.003,0
032443588,2024,09,1.03.02.16.002,16664
029943491,2024,12,1.03.02.09.011,0
029952181,2024,12,1.03.02.11.999,0
029940094,2024,11,1.03.02.11.999,200000
029934605,2024,11,1.02.01.01.001,124
029942588,2024,02,0.00.00.99.999,0
029942588,2024,11,2.02.01.03.001,0
029992099,2024,06,1.03.02.04.004,190936
031674283,2024,07,1.03.02.11.999,0
031920346,2024,11,1.01.01.01.010,310500
031921785,2024,04,1.03.02.07.006,0
029930784,2024,09,1.03.02.11.999,0
029934605,2024,04,1.10.03.01.001,12279
029940094,2024,08,1.03.02.15.999,0
029992099,2024,05,1.01.02.01.999,0
029945838,2024,11,1.03.02.11.999,1091300
029971519,2024,07,1.03.02.05.001,20584
029934605,2024,11,1.03.02.10.001,0
029942588,2024,11,1.03.02.02.999,0
030259585,2024,12,1.03.01.02.001,0
031918689,2024,07,1.03.01.02.007,6798
031927177,2024,12,1.03.02.04.004,96201
031686878,2024,05,1.03.02.16.002,3754
030259585,2024,11,1.03.02.07.008,14400
029950837,2024,10,1.03.02.05.999,10485
029973864,2024,03,1.03.02.04.004,691010
031686878,2024,12,1.03.02.11.999,0
030571282,2024,07,1.01.02.01.001,0
030571282,2024,12,1.02.01.99.999,0
030596857,2024,10,1.01.01.01.004,214043
032444848,2024,10,1.03.02.15.999,0
032443588,2024,02,1.03.02.02.004,135000
033457456,2024,09,1.01.01.01.002,0
033457456,2024,08,1.03.02.18.999,0
031920808,2024,12,1.03.02.07.999,13770
031925969,2024,04,1.03.02.09.008,3025
032443588,2024,09,1.03.02.99.011,0
032442525,2024,10,1.03.02.02.004,0
032444846,2024,02,1.03.02.17.002,13535
032930940,2024,09,1.03.02.05.005,47752
032444846,2024,11,0.00.00.99.999,0
032449186,2024,11,1.03.01.02.001,0
029958887,2024,07,1.03.01.02.008,0
030546933,2024,04,1.03.02.11.999,61662
030546373,2024,12,1.03.02.16.999,11200
034016739,2024,10,0.00.00.99.999,0
032444846,2024,08,1.03.01.02.012,30563
032929699,2024,11,1.03.02.04.004,0
032991391,2024,04,1.03.02.05.999,41724
032930940,2024,12,1.01.01.01.008,856053
031927177,2024,10,1.03.01.02.002,29998
031918689,2024,01,1.03.02.15.999,35727
031925969,2024,03,1.03.02.07.008,89700
032441972,2024,09,1.03.02.05.999,0
032454705,2024,09,1.03.02.14.999,0
031927177,2024,12,1.03.02.09.004,0
032444846,2024,09,1.03.02.02.999,0
030540229,2024,09,1.09.99.01.001,645465
030550035,2024,06,1.01.01.01.004,172305
030546933,2024,07,1.10.03.01.001,9639
030596857,2024,05,0.00.00.99.999,0
030862963,2024,12,1.03.02.10.003,0
030550035,2024,08,1.01.02.01.001,265876
030550035,2024,06,1.03.01.02.001,38853
030550035,2024,03,1.03.02.07.008,0
030873174,2024,08,1.03.02.04.004,269058
030571282,2024,10,1.03.02.09.006,0
030574891,2024,06,0.00.00.99.999,0
033462250,2024,05,1.04.02.05.999,0
035037480,2024,12,1.03.01.02.999,411453
032930940,2024,09,0.00.00.99.999,0
032444848,2024,08,7.01.99.99.999,0
033457456,2024,01,0.00.00.99.999,0
033462250,2024,12,1.03.01.02.005,19335
033462250,2024,05,1.01.01.01.008,0
030574891,2024,09,1.02.01.01.001,0
030596857,2024,08,1.01.01.01.008,0
030574597,2024,08,0.00.00.99.999,0
030862963,2024,01,2.02.01.07.999,633180
030557728,2024,09,1.03.02.05.999,10000
033457456,2024,12,7.01.99.03.001,0
012505752,2024,10,1.04.02.03.001,0
012512466,2024,07,1.03.02.09.008,216393
012506305,2024,04,1.03.02.19.002,1103246
012514711,2024,04,1.03.02.07.006,76300
012505889,2024,12,1.04.02.05.999,23600
012506104,2024,07,1.02.01.06.001,0
012514753,2024,05,1.03.02.01.002,33383
012515504,2024,01,1.03.02.11.999,288241
012515682,2024,07,1.03.01.02.006,64794
012515682,2024,10,1.03.02.09.003,0
012520070,2024,10,1.01.01.01.002,1576527
012516529,2024,08,1.10.04.01.001,318001
012512293,2024,05,1.03.02.19.002,0
012539724,2024,02,1.03.02.17.002,0
012541490,2024,09,1.03.02.07.006,0
012548446,2024,06,1.03.02.11.999,1855075
012574453,2024,02,1.03.01.05.999,3872
012556764,2024,11,1.03.02.15.999,0
012541490,2024,10,1.03.02.11.002,0
012547851,2024,12,1.03.02.15.999,60500
012555541,2024,02,1.03.01.05.999,94181
012538848,2024,07,1.03.02.15.999,217620
012574453,2024,10,2.02.01.99.999,0
012539058,2024,10,1.03.02.15.999,17453
012539363,2024,09,1.03.01.02.006,0
012556764,2024,12,1.03.02.11.999,65000
012539724,2024,09,1.03.01.02.999,0
012520070,2024,03,1.03.01.02.012,0
012514711,2024,05,1.03.01.02.006,4500
012530146,2024,08,1.03.02.99.999,0
012516594,2024,06,1.03.02.13.006,0
012516766,2024,05,1.03.02.07.001,0
012517321,2024,12,1.03.02.05.002,1056
012519666,2024,08,1.03.01.02.006,9607500
012519666,2024,12,1.09.99.04.001,8000
012520070,2024,08,1.03.02.07.006,0
012520781,2024,12,1.03.01.02.007,0
012516594,2024,03,1.09.99.01.001,0
012504976,2024,02,1.03.02.05.002,9600
012512768,2024,06,1.03.02.04.004,163934
012505752,2024,07,1.03.02.07.008,205510
012515111,2024,04,2.02.01.07.999,0
012515504,2024,09,1.03.01.02.001,0
012518915,2024,08,1.03.02.15.999,434000
012516529,2024,03,1.01.02.01.001,18244
012508468,2024,09,1.03.01.02.999,9460
012509120,2024,12,1.03.01.02.006,2295
012514753,2024,10,1.03.02.01.002,0
012522919,2024,03,1.03.01.02.012,1191000
012519666,2024,10,1.03.02.02.001,0
011137987,2024,08,1.03.01.02.001,0
015751011,2024,11,1.03.02.02.005,700000
015736489,2024,04,2.02.01.04.001,0
011142239,2024,11,1.03.01.02.006,0
012540193,2024,08,1.03.01.01.001,0
012541490,2024,09,2.02.01.07.003,0
012541490,2024,05,7.01.01.99.999,28980
012539363,2024,04,1.03.01.02.006,88069
012547556,2024,10,1.03.01.02.001,151305
012574863,2024,08,1.02.01.01.001,0
012539472,2024,08,1.03.02.11.999,0
012539398,2024,08,1.01.01.01.002,0
015459845,2024,03,1.03.01.05.999,0
012553324,2024,08,1.03.02.02.999,0
012516529,2024,12,2.02.03.02.002,0
017428477,2024,10,1.03.02.07.008,137700
017428477,2024,01,1.09.99.04.001,4000
017428477,2024,08,1.03.02.07.006,0
019072955,2024,07,1.03.02.04.999,67500
018963079,2024,03,1.03.02.05.999,1540
018973496,2024,06,1.03.02.09.006,130578
